C:\behvdata\clash\clashMEG	 June 25, 2014 12:41:33	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       30.000000 	         1.000000 	        50.000000 	        50.000000 	         1.000000 	         1.000000 	        15.000000 	         1.183901 	        45.000000 	         4.000000 	         5.000000 	         9.000000 	         2.000000 	         0.925711 	         1.000000 	         0.000000 	         0.000000 	        50.000000 	        50.000000 	     13951.595985 	         0.000000 	         2.212680 	         3.452311 	         3.865516 	         5.678327 	         6.664689 	         1.100000 	         2.200000 	         0.400000 	         1.800000 	  
        30.000000 	         2.000000 	        50.000000 	        51.000000 	         1.000000 	         1.000000 	        15.000000 	         0.652189 	        40.000000 	         6.000000 	        10.000000 	         5.000000 	         1.000000 	         0.907163 	         0.000000 	         1.000000 	         0.000000 	        48.069591 	        50.716111 	     13951.595985 	         7.571097 	         9.583830 	        10.290289 	        10.796816 	        12.609616 	        13.582657 	         0.900000 	         2.000000 	         0.500000 	         1.800000 	  
        30.000000 	         3.000000 	        52.000000 	        48.000000 	         1.000000 	         1.000000 	        15.000000 	         0.630921 	        16.000000 	         8.000000 	        36.000000 	         6.000000 	         1.000000 	         1.277332 	         1.000000 	         1.000000 	        16.000000 	        47.382586 	        50.516973 	     13951.595985 	        14.688994 	        16.901670 	        17.594799 	        18.101317 	        20.007421 	        21.340363 	         1.100000 	         2.200000 	         0.500000 	         1.900000 	  
        30.000000 	         4.000000 	        47.000000 	        53.000000 	         1.000000 	         1.000000 	        15.000000 	         0.493952 	        19.000000 	         5.000000 	        28.000000 	         3.000000 	         1.000000 	         0.903310 	         1.000000 	         0.000000 	        35.000000 	        45.721285 	        50.500149 	     13951.595985 	        22.353406 	        24.166200 	        24.726028 	        25.232552 	        27.445224 	        28.404947 	         1.000000 	         1.800000 	         0.500000 	         2.200000 	  
        30.000000 	         5.000000 	        44.000000 	        52.000000 	         1.000000 	         1.000000 	        15.000000 	         0.543738 	         4.000000 	         2.000000 	        40.000000 	         6.000000 	         2.000000 	         0.801309 	         1.000000 	         0.000000 	        35.000000 	        42.900147 	        53.035829 	     13951.595985 	        29.311345 	        31.324083 	        31.923909 	        32.337119 	        34.243227 	        35.109631 	         0.900000 	         2.000000 	         0.400000 	         1.900000 	  
        30.000000 	         6.000000 	        44.000000 	        51.000000 	         1.000000 	         1.000000 	        15.000000 	         0.532604 	        40.000000 	         1.000000 	         4.000000 	         4.000000 	         2.000000 	         1.125305 	         0.000000 	         0.000000 	        35.000000 	        41.921688 	        55.365287 	     13951.595985 	        35.922728 	        37.735531 	        38.322028 	        38.828542 	        40.734643 	        41.920958 	         0.800000 	         1.800000 	         0.500000 	         1.900000 	  
        30.000000 	         7.000000 	        43.000000 	        51.000000 	         2.000000 	         2.000000 	        15.000000 	         0.292345 	        20.000000 	         2.000000 	        31.000000 	         3.000000 	         2.000000 	         1.113813 	         0.000000 	         0.000000 	        20.000000 	        40.814204 	        57.240369 	     13951.595985 	        43.027303 	        45.239979 	        45.586544 	        46.093066 	        47.905863 	        49.078850 	         1.100000 	         2.200000 	         0.500000 	         1.800000 	  
        30.000000 	         8.000000 	        48.000000 	        58.000000 	         1.000000 	         2.000000 	        10.000000 	         1.403701 	        52.000000 	         2.000000 	         6.000000 	         7.000000 	         2.000000 	         0.785518 	         0.000000 	         1.000000 	        26.000000 	        43.446699 	        56.175407 	     13951.595985 	        50.091872 	        52.304564 	        53.770798 	        54.277305 	        56.090111 	        56.929848 	         1.000000 	         2.200000 	         0.500000 	         1.800000 	  
        30.000000 	         9.000000 	        46.000000 	        53.000000 	         2.000000 	         2.000000 	        10.000000 	         0.967762 	        37.000000 	         1.000000 	        16.000000 	         7.000000 	         2.000000 	         0.860084 	         0.000000 	         0.000000 	        26.000000 	        45.086939 	        53.239652 	     13951.595985 	        58.142840 	        59.955631 	        60.982007 	        61.395207 	        63.407953 	        64.327680 	         1.200000 	         1.800000 	         0.400000 	         2.000000 	  
        30.000000 	        10.000000 	        45.000000 	        53.000000 	         2.000000 	         2.000000 	        10.000000 	         0.777887 	         5.000000 	         5.000000 	        48.000000 	         4.000000 	         1.000000 	         1.203432 	         0.000000 	         0.000000 	        26.000000 	        46.079698 	        50.153510 	     13951.595985 	        65.340707 	        67.353457 	        68.193207 	        68.699722 	        70.512515 	        71.778805 	         1.000000 	         2.000000 	         0.500000 	         1.800000 	  
        30.000000 	        11.000000 	        40.000000 	        53.000000 	         2.000000 	         2.000000 	        10.000000 	         0.631511 	         5.000000 	         8.000000 	        48.000000 	         7.000000 	         2.000000 	         1.178485 	         1.000000 	         1.000000 	        74.000000 	        45.034842 	        47.574520 	     13951.595985 	        72.791849 	        74.804585 	        75.497720 	        75.910925 	        78.016973 	        79.256611 	         1.000000 	         2.000000 	         0.400000 	         2.100000 	  
        30.000000 	        12.000000 	        50.000000 	        47.000000 	         2.000000 	         2.000000 	        10.000000 	         0.696943 	         5.000000 	         5.000000 	        42.000000 	         3.000000 	         1.000000 	         1.089803 	         1.000000 	         1.000000 	        79.000000 	        45.976014 	        46.229671 	     13951.595985 	        80.469582 	        82.282380 	        83.042147 	        83.548682 	        85.761344 	        86.907682 	         1.200000 	         1.800000 	         0.500000 	         2.200000 	  
        30.000000 	        13.000000 	        51.000000 	        43.000000 	         1.000000 	         2.000000 	        10.000000 	         0.733697 	        17.000000 	         9.000000 	        26.000000 	         7.000000 	         2.000000 	         1.407144 	         1.000000 	         1.000000 	       105.000000 	        47.598752 	        45.895367 	     13951.595985 	        87.920710 	        89.733506 	        90.533276 	        91.039799 	        93.052527 	        94.518760 	         1.000000 	         1.800000 	         0.500000 	         2.000000 	  
        30.000000 	        14.000000 	        52.000000 	        39.000000 	         1.000000 	         2.000000 	        10.000000 	         0.834946 	         4.000000 	         8.000000 	        35.000000 	         1.000000 	         2.000000 	         1.483643 	         1.000000 	         0.000000 	       105.000000 	        50.051325 	        42.252388 	     13951.595985 	        95.731745 	        97.544545 	        98.437614 	        98.850823 	       101.063500 	       102.609713 	         1.200000 	         1.800000 	         0.400000 	         2.200000 	  
        30.000000 	        15.000000 	        56.000000 	        46.000000 	         1.000000 	         2.000000 	        10.000000 	         0.850255 	         5.000000 	         9.000000 	        41.000000 	         4.000000 	         1.000000 	         0.944962 	         0.000000 	         0.000000 	       105.000000 	        50.507603 	        41.426614 	     13951.595985 	       103.716047 	       105.928726 	       106.835132 	       107.448277 	       109.554250 	       110.553936 	         1.100000 	         2.200000 	         0.600000 	         2.100000 	  
        30.000000 	        16.000000 	        49.000000 	        40.000000 	         1.000000 	         1.000000 	        10.000000 	         1.007825 	        20.000000 	         3.000000 	        29.000000 	         6.000000 	         2.000000 	         0.762636 	         0.000000 	         1.000000 	       124.000000 	        52.571920 	        37.358972 	     13951.595985 	       111.767000 	       113.979691 	       115.046044 	       115.659196 	       117.671933 	       118.498351 	         1.200000 	         2.200000 	         0.600000 	         2.000000 	  
        30.000000 	        17.000000 	        54.000000 	        37.000000 	         2.000000 	         1.000000 	        20.000000 	         0.743185 	        49.000000 	         4.000000 	         5.000000 	         8.000000 	         2.000000 	         1.503368 	         1.000000 	         1.000000 	       129.000000 	        50.528515 	        40.270949 	     13951.595985 	       119.711323 	       121.524123 	       122.323888 	       122.937039 	       124.843150 	       126.402684 	         1.200000 	         1.800000 	         0.600000 	         1.900000 	  
