C:\behvdata\clash\clashMEG	 June 25, 2014 14:09:42	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       32.000000 	         1.000000 	        50.000000 	        50.000000 	         2.000000 	         1.000000 	         5.000000 	         1.041696 	        20.000000 	         8.000000 	        30.000000 	         1.000000 	         1.000000 	         2.037681 	         1.000000 	         1.000000 	        20.000000 	        50.000000 	        50.000000 	     19289.899570 	         0.000000 	         2.012742 	         3.119078 	         3.732234 	         5.944656 	         8.037635 	         1.000000 	         2.000000 	         0.600000 	         2.200000 	  
        32.000000 	         2.000000 	        50.000000 	        57.000000 	         1.000000 	         1.000000 	         5.000000 	         1.207424 	        15.000000 	         5.000000 	        35.000000 	         2.000000 	         2.000000 	         3.966000 	         1.000000 	         0.000000 	        20.000000 	        49.487920 	        52.259768 	     19289.899570 	         8.850727 	        10.663512 	        11.929809 	        12.542826 	        14.449072 	        18.474542 	         0.800000 	         1.800000 	         0.600000 	         1.900000 	  
        32.000000 	         3.000000 	        41.000000 	        58.000000 	         1.000000 	         1.000000 	         5.000000 	         1.465869 	        25.000000 	         7.000000 	        16.000000 	         1.000000 	         1.000000 	         1.552690 	         1.000000 	         0.000000 	        45.000000 	        47.208495 	        53.918070 	     19289.899570 	        19.687519 	        21.500316 	        23.019875 	        23.433079 	        25.245884 	        26.858742 	         1.200000 	         1.800000 	         0.400000 	         1.800000 	  
        32.000000 	         4.000000 	        49.000000 	        56.000000 	         2.000000 	         1.000000 	         5.000000 	         2.356857 	        44.000000 	         5.000000 	         5.000000 	         1.000000 	         1.000000 	         1.429982 	         0.000000 	         0.000000 	        45.000000 	        45.370800 	        53.638354 	     19289.899570 	        27.765136 	        29.577937 	        31.990557 	        32.403764 	        34.616444 	        36.109335 	         0.900000 	         1.800000 	         0.400000 	         2.200000 	  
        32.000000 	         5.000000 	        43.000000 	        57.000000 	         2.000000 	         1.000000 	         5.000000 	         1.009898 	        17.000000 	         3.000000 	        26.000000 	         1.000000 	         1.000000 	         4.467138 	         0.000000 	         0.000000 	        45.000000 	        43.067498 	        56.378680 	     19289.899570 	        37.015744 	        39.228420 	        40.294767 	        40.801284 	        42.707397 	        47.239387 	         0.900000 	         2.200000 	         0.500000 	         1.900000 	  
        32.000000 	         6.000000 	        46.000000 	        60.000000 	         2.000000 	         1.000000 	         5.000000 	         2.933431 	        14.000000 	         9.000000 	        32.000000 	         1.000000 	         1.000000 	         1.822192 	         1.000000 	         0.000000 	        59.000000 	        42.630599 	        58.061190 	     19289.899570 	        48.252415 	        50.465106 	        53.464211 	        53.877420 	        55.783536 	        57.662985 	         1.000000 	         2.200000 	         0.400000 	         1.900000 	  
        32.000000 	         7.000000 	        44.000000 	        60.000000 	         2.000000 	         1.000000 	         5.000000 	         0.797896 	        31.000000 	         6.000000 	        13.000000 	         5.000000 	         1.000000 	         1.811988 	         1.000000 	         0.000000 	        90.000000 	        43.209598 	        59.111556 	     19289.899570 	        58.475817 	        60.488813 	        61.341884 	        61.848404 	        63.954457 	        65.820563 	         0.800000 	         2.000000 	         0.500000 	         2.100000 	  
        32.000000 	         8.000000 	        42.000000 	        62.000000 	         1.000000 	         1.000000 	         5.000000 	         1.279716 	         8.000000 	         9.000000 	        34.000000 	         8.000000 	         2.000000 	         2.294362 	         1.000000 	         1.000000 	       124.000000 	        42.396596 	        59.935141 	     19289.899570 	        66.833593 	        68.846343 	        70.192610 	        70.605819 	        72.511920 	        74.871221 	         1.000000 	         2.000000 	         0.400000 	         1.900000 	  
        32.000000 	         9.000000 	        37.000000 	        65.000000 	         2.000000 	         1.000000 	         5.000000 	         1.108985 	        11.000000 	         5.000000 	        26.000000 	         3.000000 	         2.000000 	         4.554731 	         0.000000 	         0.000000 	       124.000000 	        39.867492 	        62.956986 	     19289.899570 	        75.684324 	        77.697055 	        78.870045 	        79.376562 	        81.282659 	        85.894643 	         0.800000 	         2.000000 	         0.500000 	         1.900000 	  
        32.000000 	        10.000000 	        41.000000 	        71.000000 	         2.000000 	         1.000000 	         5.000000 	         1.453125 	        33.000000 	         7.000000 	         8.000000 	         9.000000 	         1.000000 	         1.972004 	         0.000000 	         1.000000 	       124.000000 	        36.497082 	        64.500917 	     19289.899570 	        86.707726 	        88.720475 	        90.240021 	        90.653235 	        92.665965 	        94.692031 	         0.800000 	         2.000000 	         0.400000 	         2.000000 	  
        32.000000 	        11.000000 	        35.000000 	        62.000000 	         1.000000 	         1.000000 	         5.000000 	         3.408351 	        28.000000 	         2.000000 	         7.000000 	         9.000000 	         1.000000 	         1.958884 	         0.000000 	         1.000000 	       124.000000 	        34.494603 	        66.843390 	     19289.899570 	        95.905011 	        97.717569 	       101.183458 	       101.796610 	       103.702713 	       105.728782 	         1.200000 	         1.800000 	         0.600000 	         1.900000 	  
        32.000000 	        12.000000 	        32.000000 	        70.000000 	         1.000000 	         2.000000 	         5.000000 	         0.882769 	        28.000000 	         2.000000 	        42.000000 	         8.000000 	         2.000000 	         1.560737 	         1.000000 	         1.000000 	       161.000000 	        34.497245 	        67.680012 	     19289.899570 	       106.741810 	       108.554606 	       109.501002 	       110.114149 	       112.220193 	       113.846390 	         1.000000 	         1.800000 	         0.600000 	         2.100000 	  
        32.000000 	        13.000000 	        32.000000 	        67.000000 	         2.000000 	         2.000000 	        15.000000 	         0.716977 	        13.000000 	         6.000000 	        54.000000 	         5.000000 	         2.000000 	         3.432337 	         0.000000 	         0.000000 	       161.000000 	        37.617875 	        65.811048 	     19289.899570 	       114.659469 	       116.872160 	       117.645254 	       118.058466 	       120.164518 	       123.656828 	         0.800000 	         2.200000 	         0.400000 	         2.100000 	  
        32.000000 	        14.000000 	        42.000000 	        65.000000 	         2.000000 	         2.000000 	        15.000000 	         1.092862 	        45.000000 	         1.000000 	        20.000000 	         7.000000 	         2.000000 	         2.632581 	         0.000000 	         1.000000 	       181.000000 	        40.159899 	        61.448953 	     19289.899570 	       124.563218 	       126.775894 	       127.922221 	       128.535382 	       130.348171 	       133.040711 	         0.900000 	         2.200000 	         0.600000 	         1.800000 	  
        32.000000 	        15.000000 	        46.000000 	        61.000000 	         1.000000 	         2.000000 	        15.000000 	         0.786689 	        12.000000 	         7.000000 	        49.000000 	         2.000000 	         2.000000 	         4.542542 	         1.000000 	         1.000000 	       230.000000 	        40.815118 	        60.925235 	     19289.899570 	       133.853801 	       135.866541 	       136.719624 	       137.132842 	       139.238877 	       143.837530 	         0.800000 	         2.000000 	         0.400000 	         2.100000 	  
