C:\behvdata\clash\clashMEG	 June 11, 2014 12:25:25	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       23.000000 	         1.000000 	        50.000000 	        50.000000 	         1.000000 	         1.000000 	        15.000000 	         2.196581 	        15.000000 	         5.000000 	        35.000000 	         7.000000 	         2.000000 	         1.592265 	         0.000000 	         0.000000 	         0.000000 	        50.000000 	        50.000000 	     13989.250209 	         0.000000 	         2.212687 	         4.465349 	         5.078496 	         7.184551 	         8.837395 	         0.800000 	         2.200000 	         0.600000 	         2.100000 	  
        23.000000 	         2.000000 	        46.000000 	        50.000000 	         2.000000 	         1.000000 	        15.000000 	         2.260399 	         5.000000 	         2.000000 	        41.000000 	         4.000000 	         2.000000 	         1.440752 	         0.000000 	         0.000000 	         0.000000 	        48.692341 	        49.342830 	     13989.250209 	         9.743793 	        11.956469 	        14.275782 	        14.782302 	        16.688264 	        18.194629 	         0.900000 	         2.200000 	         0.500000 	         1.900000 	  
        23.000000 	         3.000000 	        49.000000 	        47.000000 	         2.000000 	         1.000000 	        15.000000 	         1.420699 	        15.000000 	         9.000000 	        34.000000 	         5.000000 	         1.000000 	         2.499423 	         1.000000 	         1.000000 	        15.000000 	        47.374957 	        50.101978 	     13989.250209 	        19.207664 	        21.420354 	        22.899768 	        23.313118 	        25.325860 	        27.885112 	         1.000000 	         2.200000 	         0.400000 	         2.000000 	  
        23.000000 	         4.000000 	        43.000000 	        49.000000 	         1.000000 	         1.000000 	        15.000000 	         2.082569 	        26.000000 	         6.000000 	        17.000000 	         9.000000 	         2.000000 	         2.016389 	         0.000000 	         1.000000 	        32.000000 	        45.661833 	        54.381002 	     13989.250209 	        28.698200 	        30.910883 	        33.056909 	        33.563430 	        35.776106 	        37.855497 	         0.800000 	         2.200000 	         0.500000 	         2.200000 	  
        23.000000 	         5.000000 	        55.000000 	        49.000000 	         1.000000 	         1.000000 	        15.000000 	         1.703177 	        38.000000 	         1.000000 	        17.000000 	         7.000000 	         2.000000 	         1.566197 	         0.000000 	         0.000000 	        32.000000 	        45.979697 	        55.326317 	     13989.250209 	        38.668591 	        40.881271 	        42.640750 	        43.053961 	        45.066486 	        46.692892 	         0.800000 	         2.200000 	         0.400000 	         2.000000 	  
        23.000000 	         6.000000 	        43.000000 	        59.000000 	         2.000000 	         1.000000 	        15.000000 	         1.034562 	        17.000000 	         1.000000 	        26.000000 	         8.000000 	         2.000000 	         1.133921 	         1.000000 	         0.000000 	        32.000000 	        44.305374 	        57.575013 	     13989.250209 	        47.905868 	        49.918605 	        51.011613 	        51.624771 	        53.730821 	        54.930469 	         1.200000 	         2.000000 	         0.600000 	         2.100000 	  
        23.000000 	         7.000000 	        44.000000 	        59.000000 	         1.000000 	         1.000000 	        15.000000 	         1.327226 	         9.000000 	         3.000000 	        35.000000 	         7.000000 	         2.000000 	         1.005783 	         1.000000 	         1.000000 	        67.000000 	        42.123271 	        58.151539 	     13989.250209 	        56.036807 	        58.249481 	        59.635737 	        60.048957 	        62.154990 	        63.221341 	         1.100000 	         2.200000 	         0.400000 	         2.100000 	  
        23.000000 	         8.000000 	        35.000000 	        55.000000 	         1.000000 	         1.000000 	        15.000000 	         1.673258 	        28.000000 	         1.000000 	         7.000000 	         6.000000 	         2.000000 	         1.908917 	         0.000000 	         1.000000 	        74.000000 	        41.536241 	        58.467455 	     13989.250209 	        64.234321 	        66.247124 	        67.979940 	        68.486468 	        70.299261 	        72.272010 	         1.000000 	         2.000000 	         0.500000 	         1.800000 	  
        23.000000 	         9.000000 	        43.000000 	        62.000000 	         2.000000 	         1.000000 	        15.000000 	         1.286571 	         9.000000 	         9.000000 	        34.000000 	         8.000000 	         2.000000 	         2.052835 	         1.000000 	         1.000000 	       108.000000 	        38.760018 	        59.333838 	     13989.250209 	        73.085100 	        74.897922 	        76.244177 	        76.657383 	        78.563491 	        80.682861 	         0.800000 	         1.800000 	         0.400000 	         1.900000 	  
        23.000000 	        10.000000 	        41.000000 	        60.000000 	         1.000000 	         1.000000 	        15.000000 	         1.107773 	         8.000000 	         2.000000 	        33.000000 	         4.000000 	         2.000000 	         1.149338 	         0.000000 	         0.000000 	       108.000000 	        36.525587 	        60.676839 	     13989.250209 	        81.495937 	        83.508693 	        84.681675 	        85.294835 	        87.307327 	        88.520544 	         0.800000 	         2.000000 	         0.600000 	         2.000000 	  
