C:\Behvdata\clash\clashMEG	 April 15, 2014 17:24:57	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
         5.000000 	        23.000000 	        21.000000 	        82.000000 	         2.000000 	         1.000000 	        15.000000 	         0.769503 	        17.000000 	         4.000000 	         4.000000 	         1.000000 	         1.000000 	         0.888334 	         0.000000 	         0.000000 	       260.000000 	        25.610301 	        82.429148 	     32096.375737 	       170.177959 	       172.190719 	       173.017152 	       173.430368 	       175.336481 	       176.282885 	         0.900000 	         2.000000 	         0.400000 	         1.900000 	  
         5.000000 	        24.000000 	        22.000000 	        83.000000 	         2.000000 	         1.000000 	        15.000000 	         0.843312 	        13.000000 	         1.000000 	         9.000000 	         3.000000 	         2.000000 	         1.538031 	         0.000000 	         0.000000 	       260.000000 	        23.812425 	        85.131016 	     32096.375737 	       177.295926 	       179.308676 	       180.215093 	       180.721617 	       182.734365 	       184.333906 	         1.000000 	         2.000000 	         0.500000 	         2.000000 	  
         5.000000 	        25.000000 	        28.000000 	        79.000000 	         2.000000 	         1.000000 	        15.000000 	         0.779382 	        17.000000 	         3.000000 	        11.000000 	         8.000000 	         2.000000 	         1.521748 	         0.000000 	         0.000000 	       260.000000 	        23.094117 	        87.998409 	     32096.375737 	       185.440267 	       187.253080 	       188.092830 	       188.705993 	       190.918695 	       192.504902 	         1.100000 	         1.800000 	         0.600000 	         2.200000 	  
         5.000000 	        26.000000 	        24.000000 	        86.000000 	         2.000000 	         1.000000 	        15.000000 	         1.141604 	         5.000000 	         8.000000 	        19.000000 	         7.000000 	         2.000000 	         1.790153 	         1.000000 	         1.000000 	       279.000000 	        22.629863 	        86.225124 	     32096.375737 	       193.517954 	       195.530707 	       196.730359 	       197.143582 	       199.049704 	       200.902498 	         1.000000 	         2.000000 	         0.400000 	         1.900000 	  
         5.000000 	        27.000000 	        17.000000 	        85.000000 	         1.000000 	         1.000000 	        15.000000 	         0.688215 	         5.000000 	         6.000000 	        12.000000 	         9.000000 	         2.000000 	         0.843764 	         1.000000 	         1.000000 	       291.000000 	        23.496968 	        87.758819 	     32096.375737 	       201.715600 	       203.928300 	       204.674751 	       205.087970 	       207.300675 	       208.207085 	         0.800000 	         2.200000 	         0.400000 	         2.200000 	  
         5.000000 	        28.000000 	        20.000000 	        90.000000 	         1.000000 	         1.000000 	        15.000000 	         2.079760 	        12.000000 	         2.000000 	         8.000000 	         7.000000 	         2.000000 	         0.891389 	         0.000000 	         1.000000 	       299.000000 	        23.161529 	        88.280440 	     32096.375737 	       209.420071 	       211.232885 	       213.378937 	       213.992079 	       215.804909 	       216.751306 	         1.200000 	         1.800000 	         0.600000 	         1.800000 	  
         5.000000 	        29.000000 	        28.000000 	        90.000000 	         2.000000 	         1.000000 	        15.000000 	         0.790916 	        17.000000 	         1.000000 	        11.000000 	         7.000000 	         2.000000 	         1.168376 	         0.000000 	         0.000000 	       299.000000 	        22.320533 	        90.586111 	     32096.375737 	       217.764350 	       219.776963 	       220.630196 	       221.043400 	       223.256104 	       224.482427 	         1.000000 	         2.000000 	         0.400000 	         2.200000 	  
         5.000000 	        30.000000 	        17.000000 	        90.000000 	         1.000000 	         1.000000 	        15.000000 	         2.108866 	        14.000000 	         4.000000 	         3.000000 	         8.000000 	         2.000000 	         1.038389 	         1.000000 	         1.000000 	       302.000000 	        23.285911 	        90.350648 	     32096.375737 	       225.695411 	       231.707019 	       233.879733 	       234.292946 	       236.105765 	       237.198787 	         1.200000 	         6.000000 	         0.400000 	         1.800000 	  
         5.000000 	        31.000000 	        22.000000 	        90.000000 	         1.000000 	         2.000000 	        15.000000 	         0.890684 	        27.000000 	         4.000000 	        63.000000 	         2.000000 	         2.000000 	         2.376468 	         1.000000 	         1.000000 	       350.000000 	        23.207772 	        90.729638 	     32096.375737 	       238.304946 	       240.117946 	       241.064348 	       241.570858 	       243.783562 	       246.222861 	         1.100000 	         1.800000 	         0.500000 	         2.200000 	  
         5.000000 	        32.000000 	        24.000000 	        87.000000 	         1.000000 	         2.000000 	        10.000000 	         1.319489 	        17.000000 	         7.000000 	        70.000000 	         6.000000 	         2.000000 	         0.941688 	         1.000000 	         0.000000 	       350.000000 	        25.458199 	        88.013461 	     32096.375737 	       247.435857 	       249.448609 	       250.821290 	       251.328077 	       253.234190 	       254.233905 	         1.200000 	         2.000000 	         0.500000 	         1.900000 	  
         5.000000 	        33.000000 	        29.000000 	        84.000000 	         2.000000 	         2.000000 	        10.000000 	         1.163971 	        34.000000 	         6.000000 	        50.000000 	         5.000000 	         1.000000 	         1.243214 	         1.000000 	         0.000000 	       384.000000 	        26.717685 	        81.503057 	     32096.375737 	       255.246958 	       257.059764 	       258.286085 	       258.792601 	       261.005319 	       262.311595 	         1.000000 	         1.800000 	         0.500000 	         2.200000 	  
         5.000000 	        34.000000 	        34.000000 	        86.000000 	         1.000000 	         2.000000 	        10.000000 	         0.975161 	        26.000000 	         2.000000 	        60.000000 	         9.000000 	         2.000000 	         0.861211 	         0.000000 	         1.000000 	       444.000000 	        29.778243 	        79.835335 	     32096.375737 	       263.324639 	       265.337402 	       266.377102 	       266.990263 	       268.803068 	       269.722816 	         1.000000 	         2.000000 	         0.600000 	         1.800000 	  
         5.000000 	        35.000000 	        34.000000 	        73.000000 	         2.000000 	         2.000000 	        10.000000 	         0.787481 	         7.000000 	         1.000000 	        66.000000 	         3.000000 	         2.000000 	         1.276374 	         0.000000 	         1.000000 	       510.000000 	        34.264875 	        78.425938 	     32096.375737 	       270.535917 	       272.548671 	       273.401739 	       273.814967 	       275.627787 	       276.960738 	         0.800000 	         2.000000 	         0.400000 	         1.800000 	  
         5.000000 	        36.000000 	        37.000000 	        71.000000 	         2.000000 	         2.000000 	        10.000000 	         0.951948 	        50.000000 	         8.000000 	        21.000000 	         3.000000 	         1.000000 	         0.793524 	         1.000000 	         0.000000 	       560.000000 	        38.498768 	        74.640461 	     32096.375737 	       278.067095 	       280.279791 	       281.292828 	       281.706042 	       283.918748 	       284.771835 	         1.100000 	         2.200000 	         0.400000 	         2.200000 	  
         5.000000 	        37.000000 	        39.000000 	        74.000000 	         1.000000 	         2.000000 	        10.000000 	         0.836670 	        15.000000 	         4.000000 	        59.000000 	         1.000000 	         1.000000 	         1.136799 	         1.000000 	         1.000000 	       575.000000 	        41.546780 	        72.700455 	     32096.375737 	       285.678246 	       287.690996 	       288.584074 	       289.090599 	       291.303299 	       292.502957 	         0.900000 	         2.000000 	         0.500000 	         2.200000 	  
         5.000000 	        38.000000 	        42.000000 	        69.000000 	         2.000000 	         2.000000 	        10.000000 	         0.745594 	         7.000000 	         5.000000 	        62.000000 	         2.000000 	         2.000000 	         1.552120 	         0.000000 	         0.000000 	       575.000000 	        44.849356 	        67.892208 	     32096.375737 	       293.609313 	       295.622064 	       296.421839 	       296.835058 	       298.647870 	       300.260743 	         1.100000 	         2.000000 	         0.400000 	         1.800000 	  
         5.000000 	        39.000000 	        47.000000 	        61.000000 	         1.000000 	         2.000000 	        10.000000 	         1.060069 	        49.000000 	         5.000000 	        12.000000 	         9.000000 	         2.000000 	         1.362813 	         1.000000 	         1.000000 	       587.000000 	        45.900360 	        65.252358 	     32096.375737 	       301.367082 	       303.379848 	       304.499526 	       304.912516 	       307.125439 	       308.551703 	         1.100000 	         2.000000 	         0.400000 	         2.200000 	  
         5.000000 	        40.000000 	        48.000000 	        61.000000 	         1.000000 	         2.000000 	        10.000000 	         0.766643 	        12.000000 	         7.000000 	        49.000000 	         8.000000 	         2.000000 	         1.132552 	         0.000000 	         1.000000 	       636.000000 	        49.425755 	        62.271967 	     32096.375737 	       309.564740 	       311.577507 	       312.403926 	       312.910453 	       314.923057 	       316.109540 	         1.000000 	         2.000000 	         0.500000 	         2.000000 	  
         5.000000 	        41.000000 	        45.000000 	        56.000000 	         1.000000 	         2.000000 	        10.000000 	         1.179059 	         6.000000 	         1.000000 	        50.000000 	         5.000000 	         2.000000 	         0.990840 	         0.000000 	         0.000000 	       636.000000 	        50.365448 	        58.835045 	     32096.375737 	       317.215889 	       319.028700 	       320.268349 	       320.774871 	       322.880937 	       323.933971 	         1.100000 	         1.800000 	         0.500000 	         2.100000 	  
         5.000000 	        42.000000 	        51.000000 	        57.000000 	         2.000000 	         2.000000 	        10.000000 	         0.808148 	        11.000000 	         9.000000 	        46.000000 	         3.000000 	         1.000000 	         1.080905 	         1.000000 	         0.000000 	       647.000000 	        52.371297 	        58.472368 	     32096.375737 	       325.146956 	       326.959770 	       327.826181 	       328.332705 	       330.438770 	       331.585109 	         1.200000 	         1.800000 	         0.500000 	         2.100000 	  
         5.000000 	        43.000000 	        53.000000 	        61.000000 	         2.000000 	         2.000000 	        10.000000 	         1.132651 	         6.000000 	         1.000000 	        55.000000 	         2.000000 	         2.000000 	         1.424441 	         0.000000 	         1.000000 	       702.000000 	        54.988508 	        56.837116 	     32096.375737 	       332.398210 	       334.211028 	       335.397347 	       335.810568 	       338.023263 	       339.502850 	         0.800000 	         1.800000 	         0.400000 	         2.200000 	  
         5.000000 	        44.000000 	        52.000000 	        53.000000 	         2.000000 	         2.000000 	        10.000000 	         0.745680 	        21.000000 	         3.000000 	        32.000000 	         2.000000 	         1.000000 	         1.419568 	         1.000000 	         0.000000 	       723.000000 	        55.899089 	        55.955995 	     32096.375737 	       340.409249 	       342.422006 	       343.221781 	       343.834934 	       345.940999 	       347.420579 	         0.900000 	         2.000000 	         0.600000 	         2.100000 	  
         5.000000 	        45.000000 	        65.000000 	        55.000000 	         2.000000 	         2.000000 	        10.000000 	         0.996462 	         5.000000 	         4.000000 	        50.000000 	         6.000000 	         2.000000 	         0.823400 	         0.000000 	         0.000000 	       723.000000 	        58.389743 	        52.737250 	     32096.375737 	       348.526933 	       350.339751 	       351.392779 	       352.005934 	       353.912053 	       354.791805 	         1.100000 	         1.800000 	         0.600000 	         1.900000 	  
         5.000000 	        46.000000 	        57.000000 	        55.000000 	         1.000000 	         2.000000 	        10.000000 	         0.686036 	        44.000000 	         6.000000 	        11.000000 	         3.000000 	         1.000000 	         0.705585 	         0.000000 	         0.000000 	       723.000000 	        59.473088 	        52.543433 	     32096.375737 	       355.804848 	       358.017552 	       358.763997 	       359.377162 	       361.389913 	       362.149694 	         1.000000 	         2.200000 	         0.600000 	         2.000000 	  
         5.000000 	        47.000000 	        56.000000 	        50.000000 	         2.000000 	         2.000000 	        10.000000 	         0.491407 	         5.000000 	         3.000000 	        45.000000 	         5.000000 	         2.000000 	         0.923871 	         0.000000 	         0.000000 	       723.000000 	        61.631192 	        48.714122 	     32096.375737 	       363.256047 	       365.268810 	       365.815319 	       366.321833 	       368.427909 	       369.414282 	         1.100000 	         2.000000 	         0.500000 	         2.100000 	  
         5.000000 	        48.000000 	        59.000000 	        44.000000 	         2.000000 	         2.000000 	        10.000000 	         0.778161 	         9.000000 	         6.000000 	        35.000000 	         2.000000 	         1.000000 	         0.907551 	         1.000000 	         0.000000 	       732.000000 	        62.152679 	        45.026253 	     32096.375737 	       370.520632 	       372.333200 	       373.173216 	       373.786373 	       375.892441 	       376.865493 	         1.100000 	         1.800000 	         0.600000 	         2.100000 	  
         5.000000 	        49.000000 	        70.000000 	        49.000000 	         2.000000 	         2.000000 	        10.000000 	         1.628451 	        44.000000 	         4.000000 	         5.000000 	         9.000000 	         2.000000 	         1.589167 	         0.000000 	         1.000000 	       737.000000 	        63.771765 	        41.809871 	     32096.375737 	       378.078480 	       379.891291 	       381.584134 	       381.997349 	       383.810168 	       385.463024 	         1.200000 	         1.800000 	         0.400000 	         1.800000 	  
         5.000000 	        50.000000 	        73.000000 	        39.000000 	         2.000000 	         2.000000 	        10.000000 	         0.681734 	        16.000000 	         4.000000 	        23.000000 	         5.000000 	         2.000000 	         1.010434 	         1.000000 	         0.000000 	       737.000000 	        66.919942 	        37.967590 	     32096.375737 	       386.569377 	       388.582138 	       389.328589 	       389.835112 	       391.741235 	       392.807594 	         1.100000 	         2.000000 	         0.500000 	         1.900000 	  
         5.000000 	        51.000000 	        68.000000 	        36.000000 	         2.000000 	         2.000000 	        10.000000 	         0.678644 	        11.000000 	         6.000000 	        25.000000 	         4.000000 	         1.000000 	         0.865557 	         1.000000 	         0.000000 	       748.000000 	        67.957628 	        35.082867 	     32096.375737 	       394.020579 	       395.833400 	       396.566518 	       397.073036 	       398.885850 	       399.805287 	         1.200000 	         1.800000 	         0.500000 	         1.800000 	  
         5.000000 	        52.000000 	        71.000000 	        33.000000 	         1.000000 	         2.000000 	        10.000000 	         0.659313 	        30.000000 	         2.000000 	         3.000000 	         3.000000 	         1.000000 	         1.299505 	         0.000000 	         0.000000 	       748.000000 	        70.554383 	        32.851184 	     32096.375737 	       400.711994 	       402.924702 	       403.644499 	       404.057716 	       406.163768 	       407.523383 	         0.900000 	         2.200000 	         0.400000 	         2.100000 	  
         5.000000 	        53.000000 	        75.000000 	        29.000000 	         1.000000 	         2.000000 	        10.000000 	         0.693617 	         6.000000 	         7.000000 	        23.000000 	         6.000000 	         2.000000 	         1.190395 	         1.000000 	         1.000000 	       771.000000 	        71.413568 	        29.856018 	     32096.375737 	       408.429789 	       410.642495 	       411.402280 	       411.815494 	       413.721617 	       414.974578 	         0.900000 	         2.200000 	         0.400000 	         1.900000 	  
         5.000000 	        54.000000 	        73.000000 	        27.000000 	         1.000000 	         2.000000 	        10.000000 	         0.918710 	        24.000000 	         1.000000 	         3.000000 	         5.000000 	         2.000000 	         1.003206 	         0.000000 	         0.000000 	       771.000000 	        74.496536 	        29.674701 	     32096.375737 	       415.987630 	       417.800450 	       418.773503 	       419.280015 	       421.492715 	       422.559086 	         1.000000 	         1.800000 	         0.500000 	         2.200000 	  
         5.000000 	        55.000000 	        80.000000 	        25.000000 	         2.000000 	         2.000000 	        10.000000 	         0.998438 	         2.000000 	         9.000000 	        23.000000 	         7.000000 	         1.000000 	         1.364960 	         1.000000 	         0.000000 	       773.000000 	        75.713712 	        28.723687 	     32096.375737 	       423.772075 	       425.584882 	       426.637915 	       427.144432 	       429.050560 	       430.476817 	         1.200000 	         1.800000 	         0.500000 	         1.900000 	  
         5.000000 	        56.000000 	        78.000000 	        29.000000 	         1.000000 	         1.000000 	        10.000000 	         0.784518 	        47.000000 	         2.000000 	        31.000000 	         6.000000 	         1.000000 	         1.498276 	         0.000000 	         1.000000 	       763.000000 	        77.721134 	        30.031467 	     32096.375737 	       431.489856 	       433.502622 	       434.342378 	       434.755604 	       436.861674 	       438.421204 	         1.000000 	         2.000000 	         0.400000 	         2.100000 	  
         5.000000 	        57.000000 	        68.000000 	        36.000000 	         1.000000 	         1.000000 	         5.000000 	         0.928228 	        20.000000 	         2.000000 	        48.000000 	         7.000000 	         2.000000 	         0.855099 	         0.000000 	         1.000000 	       811.000000 	        74.187546 	        32.457236 	     32096.375737 	       439.634198 	       441.846897 	       442.833277 	       443.339804 	       445.152625 	       446.072362 	         1.200000 	         2.200000 	         0.500000 	         1.800000 	  
         5.000000 	        58.000000 	        76.000000 	        37.000000 	         1.000000 	         1.000000 	         5.000000 	         0.861184 	        30.000000 	         7.000000 	        46.000000 	         8.000000 	         2.000000 	         0.941819 	         0.000000 	         1.000000 	       857.000000 	        72.981139 	        35.404102 	     32096.375737 	       446.885462 	       448.898182 	       449.817950 	       450.324471 	       452.537175 	       453.536880 	         0.800000 	         2.000000 	         0.500000 	         2.200000 	  
         5.000000 	        59.000000 	        63.000000 	        43.000000 	         1.000000 	         1.000000 	         5.000000 	         0.772494 	         6.000000 	         1.000000 	        57.000000 	         5.000000 	         2.000000 	         0.931595 	         0.000000 	         0.000000 	       857.000000 	        70.480442 	        37.084889 	     32096.375737 	       454.749581 	       456.962578 	       457.788997 	       458.295531 	       460.108334 	       461.094724 	         1.200000 	         2.200000 	         0.500000 	         1.800000 	  
         5.000000 	        60.000000 	        67.000000 	        43.000000 	         1.000000 	         1.000000 	         5.000000 	         0.744179 	        40.000000 	         1.000000 	        27.000000 	         8.000000 	         2.000000 	         0.918532 	         0.000000 	         1.000000 	       884.000000 	        68.312410 	        40.590235 	     32096.375737 	       462.107766 	       468.119383 	       468.919158 	       469.332370 	       471.145178 	       472.118236 	         1.000000 	         6.000000 	         0.400000 	         1.800000 	  
         5.000000 	        61.000000 	        65.000000 	        42.000000 	         2.000000 	         1.000000 	         5.000000 	         0.823403 	        39.000000 	         1.000000 	        26.000000 	         4.000000 	         2.000000 	         1.064280 	         0.000000 	         1.000000 	       910.000000 	        64.224711 	        43.008566 	     32096.375737 	       473.131284 	       475.144034 	       476.023791 	       476.530311 	       478.543067 	       479.662751 	         1.000000 	         2.000000 	         0.500000 	         2.000000 	  
         5.000000 	        62.000000 	        62.000000 	        48.000000 	         1.000000 	         1.000000 	         5.000000 	         0.729772 	         6.000000 	         4.000000 	        56.000000 	         7.000000 	         2.000000 	         0.751305 	         0.000000 	         1.000000 	       966.000000 	        62.774960 	        44.022568 	     32096.375737 	       480.569149 	       482.381964 	       483.168408 	       483.674925 	       485.487740 	       486.300845 	         0.900000 	         1.800000 	         0.500000 	         1.800000 	  
         5.000000 	        63.000000 	        57.000000 	        49.000000 	         2.000000 	         1.000000 	         5.000000 	         0.723129 	        17.000000 	         6.000000 	        40.000000 	         2.000000 	         1.000000 	         0.943505 	         1.000000 	         1.000000 	       983.000000 	        58.760131 	        46.975408 	     32096.375737 	       487.207192 	       489.220009 	       490.006453 	       490.419663 	       492.232482 	       493.232192 	         0.900000 	         2.000000 	         0.400000 	         1.800000 	  
