C:\behvdata\clash\clashMEG	 May 14, 2014 15:21:14	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       11.000000 	         1.000000 	        50.000000 	        50.000000 	         1.000000 	         1.000000 	        20.000000 	         0.891604 	        10.000000 	         9.000000 	        40.000000 	         2.000000 	         1.000000 	         1.502787 	         1.000000 	         0.000000 	        10.000000 	        50.000000 	        50.000000 	     26031.564335 	         0.000000 	         1.812799 	         2.759165 	         3.372337 	         5.185134 	         6.744668 	         0.800000 	         1.800000 	         0.600000 	         1.800000 	  
        11.000000 	         2.000000 	        42.000000 	        52.000000 	         1.000000 	         1.000000 	        20.000000 	         0.725235 	        13.000000 	         7.000000 	        29.000000 	         2.000000 	         1.000000 	         1.035382 	         1.000000 	         0.000000 	        23.000000 	        46.324931 	        53.269440 	     26031.564335 	         7.957646 	        10.170326 	        10.956753 	        11.463271 	        13.276087 	        14.369086 	         1.200000 	         2.200000 	         0.500000 	         1.800000 	  
        11.000000 	         3.000000 	        46.000000 	        53.000000 	         1.000000 	         1.000000 	        20.000000 	         0.783879 	         5.000000 	         9.000000 	        41.000000 	         2.000000 	         1.000000 	         1.112744 	         1.000000 	         0.000000 	        28.000000 	        43.798063 	        56.263286 	     26031.564335 	        15.475421 	        17.288229 	        18.127970 	        18.741125 	        20.647227 	        21.820216 	         1.100000 	         1.800000 	         0.600000 	         1.900000 	  
        11.000000 	         4.000000 	        39.000000 	        60.000000 	         2.000000 	         1.000000 	        20.000000 	         0.666166 	        16.000000 	         5.000000 	        23.000000 	         2.000000 	         1.000000 	         2.531285 	         1.000000 	         0.000000 	        44.000000 	        42.411919 	        59.112536 	     26031.564335 	        23.033190 	        25.045919 	        25.765714 	        26.272225 	        28.284964 	        30.870871 	         1.200000 	         2.000000 	         0.500000 	         2.000000 	  
        11.000000 	         5.000000 	        38.000000 	        59.000000 	         2.000000 	         1.000000 	        20.000000 	         0.601930 	        23.000000 	         2.000000 	        15.000000 	         5.000000 	         2.000000 	         1.242899 	         0.000000 	         1.000000 	        59.000000 	        39.133051 	        62.562028 	     26031.564335 	        31.777269 	        33.590066 	        34.256539 	        34.763056 	        36.669151 	        37.975437 	         0.900000 	         1.800000 	         0.500000 	         1.900000 	  
        11.000000 	         6.000000 	        34.000000 	        68.000000 	         2.000000 	         1.000000 	        20.000000 	         0.614150 	        24.000000 	         8.000000 	        10.000000 	         9.000000 	         2.000000 	         2.807665 	         1.000000 	         1.000000 	        69.000000 	        37.823119 	        64.084545 	     26031.564335 	        38.788526 	        40.601322 	        41.281121 	        41.694339 	        43.800386 	        46.666196 	         0.800000 	         1.800000 	         0.400000 	         2.100000 	  
        11.000000 	         7.000000 	        39.000000 	        59.000000 	         1.000000 	         1.000000 	        20.000000 	         1.771641 	        31.000000 	         3.000000 	         8.000000 	         6.000000 	         2.000000 	         1.319022 	         0.000000 	         1.000000 	        77.000000 	        35.880624 	        65.061926 	     26031.564335 	        47.879178 	        49.691975 	        51.518095 	        52.131255 	        54.143984 	        55.530250 	         1.200000 	         1.800000 	         0.600000 	         2.000000 	  
        11.000000 	         8.000000 	        44.000000 	        64.000000 	         1.000000 	         1.000000 	        20.000000 	         0.693922 	        31.000000 	         2.000000 	        13.000000 	         7.000000 	         2.000000 	         1.385881 	         0.000000 	         0.000000 	        77.000000 	        34.661278 	        64.154024 	     26031.564335 	        56.636585 	        58.849269 	        59.609035 	        60.115565 	        62.221607 	        63.674507 	         1.100000 	         2.200000 	         0.500000 	         2.100000 	  
        11.000000 	         9.000000 	        32.000000 	        61.000000 	         1.000000 	         1.000000 	        20.000000 	         0.675483 	         3.000000 	         8.000000 	        29.000000 	         6.000000 	         1.000000 	         1.366888 	         1.000000 	         0.000000 	        80.000000 	        31.634298 	        64.752490 	     26031.564335 	        64.687542 	        66.700282 	        67.433387 	        67.939906 	        69.752457 	        71.178955 	         1.000000 	         2.000000 	         0.500000 	         1.800000 	  
        11.000000 	        10.000000 	        34.000000 	        67.000000 	         2.000000 	         1.000000 	        20.000000 	         0.684906 	        27.000000 	         3.000000 	         7.000000 	         9.000000 	         2.000000 	         1.992197 	         0.000000 	         1.000000 	        87.000000 	        32.153029 	        64.556916 	     26031.564335 	        72.085349 	        74.298027 	        75.044472 	        75.457694 	        77.270478 	        79.323208 	         0.900000 	         2.200000 	         0.400000 	         1.800000 	  
        11.000000 	        11.000000 	        30.000000 	        74.000000 	         2.000000 	         1.000000 	        20.000000 	         0.610696 	         9.000000 	         6.000000 	        21.000000 	         2.000000 	         1.000000 	         1.342064 	         0.000000 	         0.000000 	        87.000000 	        30.418534 	        67.746744 	     26031.564335 	        80.136303 	        81.948851 	        82.615575 	        83.228719 	        85.241459 	        86.641041 	         0.800000 	         1.800000 	         0.600000 	         2.000000 	  
        11.000000 	        12.000000 	        26.000000 	        74.000000 	         2.000000 	         2.000000 	        20.000000 	         0.932463 	        67.000000 	         9.000000 	         7.000000 	         4.000000 	         1.000000 	         0.818215 	         1.000000 	         1.000000 	       134.000000 	        31.443916 	        70.834603 	     26031.564335 	        87.654081 	        89.666819 	        90.653195 	        91.066416 	        93.172466 	        94.052189 	         1.000000 	         2.000000 	         0.400000 	         2.100000 	  
        11.000000 	        13.000000 	        31.000000 	        63.000000 	         2.000000 	         2.000000 	        20.000000 	         0.635855 	        25.000000 	         3.000000 	        38.000000 	         1.000000 	         1.000000 	         1.807524 	         0.000000 	         0.000000 	       134.000000 	        32.610214 	        67.985660 	     26031.564335 	        95.158532 	        97.371209 	        98.064338 	        98.677494 	       100.583587 	       102.449709 	         1.100000 	         2.200000 	         0.600000 	         1.900000 	  
        11.000000 	        14.000000 	        35.000000 	        68.000000 	         2.000000 	         2.000000 	        20.000000 	         0.573426 	        41.000000 	         4.000000 	        27.000000 	         9.000000 	         2.000000 	         1.198284 	         0.000000 	         1.000000 	       161.000000 	        36.722478 	        64.894657 	     26031.564335 	       103.356103 	       105.168905 	       105.808718 	       106.221922 	       108.128023 	       109.380991 	         0.900000 	         1.800000 	         0.400000 	         1.900000 	  
        11.000000 	        15.000000 	        40.000000 	        66.000000 	         2.000000 	         2.000000 	        20.000000 	         1.130121 	        20.000000 	         5.000000 	        46.000000 	         9.000000 	         2.000000 	         0.768629 	         1.000000 	         1.000000 	       207.000000 	        40.519618 	        64.721090 	     26031.564335 	       110.487332 	       112.300123 	       113.486443 	       114.099597 	       116.205633 	       117.032067 	         1.100000 	         1.800000 	         0.600000 	         2.100000 	  
        11.000000 	        16.000000 	        41.000000 	        61.000000 	         2.000000 	         2.000000 	        20.000000 	         0.620335 	        18.000000 	         5.000000 	        43.000000 	         3.000000 	         1.000000 	         1.120691 	         1.000000 	         0.000000 	       225.000000 	        42.876982 	        61.817594 	     26031.564335 	       118.045088 	       120.057829 	       120.737629 	       121.244153 	       123.150252 	       124.336572 	         1.000000 	         2.000000 	         0.500000 	         1.900000 	  
        11.000000 	        17.000000 	        50.000000 	        59.000000 	         1.000000 	         2.000000 	        20.000000 	         0.779974 	        24.000000 	         8.000000 	        35.000000 	         4.000000 	         1.000000 	         1.020812 	         1.000000 	         0.000000 	       249.000000 	        45.982890 	        58.964225 	     26031.564335 	       125.549545 	       127.362337 	       128.202087 	       128.615300 	       130.721352 	       131.801031 	         1.200000 	         1.800000 	         0.400000 	         2.100000 	  
        11.000000 	        18.000000 	        44.000000 	        53.000000 	         1.000000 	         2.000000 	        20.000000 	         0.475775 	         5.000000 	         5.000000 	        48.000000 	         9.000000 	         2.000000 	         0.988317 	         0.000000 	         1.000000 	       297.000000 	        49.087383 	        58.668114 	     26031.564335 	       132.614118 	       134.426913 	       134.960086 	       135.373304 	       137.186098 	       138.239123 	         0.800000 	         1.800000 	         0.400000 	         1.800000 	  
        11.000000 	        19.000000 	        52.000000 	        60.000000 	         1.000000 	         2.000000 	        20.000000 	         0.589088 	        54.000000 	         6.000000 	         6.000000 	         9.000000 	         1.000000 	         1.166084 	         0.000000 	         1.000000 	       297.000000 	        50.976978 	        56.336096 	     26031.564335 	       139.252149 	       141.464841 	       142.117965 	       142.731126 	       144.543930 	       145.770226 	         1.000000 	         2.200000 	         0.600000 	         1.800000 	  
        11.000000 	        20.000000 	        49.000000 	        56.000000 	         2.000000 	         2.000000 	        20.000000 	         0.786686 	        22.000000 	         7.000000 	        34.000000 	         2.000000 	         1.000000 	         1.229799 	         1.000000 	         1.000000 	       319.000000 	        53.300159 	        53.966804 	     26031.564335 	       146.983199 	       149.195886 	       150.048977 	       150.555482 	       152.768165 	       154.061113 	         1.200000 	         2.200000 	         0.500000 	         2.200000 	  
