C:\behvdata\clash\clashMEG	 May 21, 2014 09:39:54	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       17.000000 	         1.000000 	        50.000000 	        50.000000 	         1.000000 	         1.000000 	         5.000000 	         1.717388 	        15.000000 	         1.000000 	        35.000000 	         2.000000 	         2.000000 	         2.344632 	         0.000000 	         0.000000 	         0.000000 	        50.000000 	        50.000000 	      4615.556840 	         0.000000 	         2.212556 	         3.985507 	         4.398713 	         6.304839 	         8.704126 	         1.100000 	         2.200000 	         0.400000 	         1.900000 	  
        17.000000 	         2.000000 	        49.000000 	        50.000000 	         1.000000 	         1.000000 	         5.000000 	         1.511922 	        15.000000 	         7.000000 	        34.000000 	         3.000000 	         1.000000 	         3.584887 	         1.000000 	         1.000000 	        15.000000 	        48.322972 	        52.084054 	      4615.556840 	         9.717170 	        11.929851 	        13.502742 	        13.915943 	        16.128623 	        19.780900 	         1.000000 	         2.200000 	         0.400000 	         2.200000 	  
        17.000000 	         3.000000 	        52.000000 	        56.000000 	         2.000000 	         1.000000 	         5.000000 	         0.602872 	        10.000000 	         6.000000 	        42.000000 	         2.000000 	         1.000000 	         1.969447 	         0.000000 	         0.000000 	        15.000000 	        48.834121 	        53.482287 	      4615.556840 	        20.993874 	        23.006621 	        23.673092 	        24.179610 	        26.392295 	        28.418379 	         1.200000 	         2.000000 	         0.500000 	         2.200000 	  
        17.000000 	         4.000000 	        49.000000 	        58.000000 	         1.000000 	         1.000000 	         5.000000 	         0.765700 	        20.000000 	         3.000000 	        29.000000 	         1.000000 	         1.000000 	         2.857335 	         0.000000 	         0.000000 	        15.000000 	        47.981520 	        56.004021 	      4615.556840 	        29.631345 	        31.644101 	        32.470517 	        33.083672 	        34.896483 	        37.815632 	         1.200000 	         2.000000 	         0.600000 	         1.800000 	  
        17.000000 	         5.000000 	        47.000000 	        55.000000 	         1.000000 	         1.000000 	         5.000000 	         1.335989 	         9.000000 	         1.000000 	        38.000000 	         8.000000 	         2.000000 	         1.854542 	         0.000000 	         1.000000 	        53.000000 	        47.571885 	        58.462768 	      4615.556840 	        39.028607 	        41.241292 	        42.640888 	        43.054106 	        45.266792 	        47.186229 	         1.200000 	         2.200000 	         0.400000 	         2.200000 	  
        17.000000 	         6.000000 	        40.000000 	        55.000000 	         1.000000 	         1.000000 	         5.000000 	         1.069802 	        36.000000 	         5.000000 	         4.000000 	         4.000000 	         1.000000 	         1.697476 	         1.000000 	         0.000000 	        89.000000 	        48.138209 	        59.512291 	      4615.556840 	        48.399202 	        50.611895 	        51.744892 	        52.358045 	        54.264164 	        56.023647 	         1.200000 	         2.200000 	         0.600000 	         1.900000 	  
        17.000000 	         7.000000 	        42.000000 	        61.000000 	         1.000000 	         2.000000 	         5.000000 	         2.546975 	        12.000000 	         8.000000 	        49.000000 	         5.000000 	         2.000000 	         3.100107 	         1.000000 	         1.000000 	       133.000000 	        46.091306 	        59.469484 	      4615.556840 	        57.129985 	        59.142735 	        61.755281 	        62.168533 	        64.181269 	        67.340345 	         1.100000 	         2.000000 	         0.400000 	         2.000000 	  
        17.000000 	         8.000000 	        46.000000 	        56.000000 	         2.000000 	         2.000000 	        10.000000 	         1.043323 	         6.000000 	         1.000000 	        50.000000 	         2.000000 	         2.000000 	         1.871330 	         0.000000 	         0.000000 	       133.000000 	        46.797271 	        56.115572 	      4615.556840 	        68.553321 	        70.765759 	        71.872352 	        72.485505 	        74.498250 	        76.431023 	         1.200000 	         2.200000 	         0.600000 	         2.000000 	  
        17.000000 	         9.000000 	        48.000000 	        58.000000 	         1.000000 	         2.000000 	        10.000000 	         0.906678 	        46.000000 	         8.000000 	        12.000000 	         5.000000 	         1.000000 	         1.316087 	         1.000000 	         1.000000 	       179.000000 	        50.089918 	        54.506970 	      4615.556840 	        77.537375 	        79.350164 	        80.323217 	        80.936376 	        83.149062 	        84.521987 	         1.100000 	         1.800000 	         0.600000 	         2.200000 	  
        17.000000 	        10.000000 	        52.000000 	        56.000000 	         2.000000 	         2.000000 	        10.000000 	         0.735701 	        17.000000 	         1.000000 	        39.000000 	         2.000000 	         2.000000 	         2.179126 	         0.000000 	         0.000000 	       179.000000 	        50.159358 	        52.848041 	      4615.556840 	        85.628345 	        87.441137 	        88.240915 	        88.747427 	        90.853483 	        93.092817 	         1.100000 	         1.800000 	         0.500000 	         2.100000 	  
        17.000000 	        11.000000 	        53.000000 	        55.000000 	         1.000000 	         2.000000 	        10.000000 	         0.644963 	         6.000000 	         8.000000 	        49.000000 	         5.000000 	         2.000000 	         1.539148 	         0.000000 	         1.000000 	       228.000000 	        51.964740 	        51.422879 	      4615.556840 	        94.199173 	        96.411849 	        97.118310 	        97.531526 	        99.637579 	       101.237107 	         1.100000 	         2.200000 	         0.400000 	         2.100000 	  
        17.000000 	        12.000000 	        50.000000 	        46.000000 	         1.000000 	         2.000000 	        10.000000 	         0.826281 	        14.000000 	         5.000000 	        32.000000 	         2.000000 	         1.000000 	         2.203073 	         1.000000 	         0.000000 	       242.000000 	        52.732990 	        49.773353 	      4615.556840 	       102.250149 	       104.462839 	       105.342587 	       105.955729 	       108.061787 	       110.327787 	         1.000000 	         2.200000 	         0.600000 	         2.100000 	  
        17.000000 	        13.000000 	        60.000000 	        43.000000 	         1.000000 	         2.000000 	        10.000000 	         0.762203 	         9.000000 	         9.000000 	        34.000000 	         6.000000 	         2.000000 	         1.912187 	         1.000000 	         1.000000 	       276.000000 	        55.094761 	        47.072583 	      4615.556840 	       111.434128 	       113.646766 	       114.473251 	       115.086406 	       116.992518 	       118.965277 	         1.100000 	         2.200000 	         0.600000 	         1.900000 	  
