C:\Behvdata\clash\clashMEG	 April 15, 2014 09:33:15	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
         1.000000 	        46.000000 	        36.000000 	        65.000000 	         1.000000 	         1.000000 	         5.000000 	         0.887521 	        14.000000 	         2.000000 	        22.000000 	         1.000000 	         2.000000 	         2.032996 	         1.000000 	         0.000000 	      1034.000000 	        39.754056 	        65.721332 	      3794.367281 	       366.295214 	       368.108036 	       369.054425 	       369.560947 	       371.467072 	       373.559810 	         0.900000 	         1.800000 	         0.500000 	         1.900000 	  
         1.000000 	        47.000000 	        37.000000 	        68.000000 	         1.000000 	         1.000000 	         5.000000 	         1.229213 	        15.000000 	         2.000000 	        22.000000 	         1.000000 	         2.000000 	         1.497150 	         0.000000 	         0.000000 	      1034.000000 	        37.534530 	        66.834285 	      3794.367281 	       374.466211 	       376.279028 	       377.571986 	       378.078519 	       380.291211 	       381.850769 	         0.900000 	         1.800000 	         0.500000 	         2.200000 	  
         1.000000 	        48.000000 	        42.000000 	        65.000000 	         1.000000 	         1.000000 	         5.000000 	         0.543408 	        34.000000 	         4.000000 	         8.000000 	         2.000000 	         1.000000 	         0.752312 	         1.000000 	         0.000000 	      1068.000000 	        35.951015 	        67.144238 	      3794.367281 	       382.663865 	       384.876568 	       385.476393 	       386.089555 	       388.195619 	       389.008726 	         0.800000 	         2.200000 	         0.600000 	         2.100000 	  
         1.000000 	        49.000000 	        35.000000 	        76.000000 	         1.000000 	         1.000000 	         5.000000 	         0.713199 	         3.000000 	         1.000000 	        32.000000 	         8.000000 	         2.000000 	         0.770460 	         0.000000 	         1.000000 	      1100.000000 	        33.529941 	        68.767798 	      3794.367281 	       390.221701 	       392.234464 	       393.007584 	       393.620735 	       395.433544 	       396.259985 	         1.200000 	         2.000000 	         0.600000 	         1.800000 	  
         1.000000 	        50.000000 	        32.000000 	        70.000000 	         2.000000 	         1.000000 	         5.000000 	         0.886252 	         3.000000 	         2.000000 	        29.000000 	         5.000000 	         2.000000 	         0.802259 	         0.000000 	         0.000000 	      1100.000000 	        31.446245 	        68.996815 	      3794.367281 	       397.073080 	       399.085841 	       400.032230 	       400.645398 	       402.458208 	       403.324632 	         0.800000 	         2.000000 	         0.600000 	         1.800000 	  
         1.000000 	        51.000000 	        32.000000 	        71.000000 	         1.000000 	         1.000000 	         5.000000 	         0.735845 	        13.000000 	         2.000000 	        19.000000 	         3.000000 	         2.000000 	         1.024476 	         0.000000 	         0.000000 	      1100.000000 	        28.597081 	        70.409310 	      3794.367281 	       404.430991 	       406.443740 	       407.243502 	       407.656721 	       409.562838 	       410.642534 	         1.100000 	         2.000000 	         0.400000 	         1.900000 	  
         1.000000 	        52.000000 	        31.000000 	        67.000000 	         2.000000 	         2.000000 	         5.000000 	         1.007284 	        60.000000 	         3.000000 	         7.000000 	         2.000000 	         1.000000 	         0.893635 	         1.000000 	         0.000000 	      1155.000000 	        27.580015 	        71.094102 	      3794.367281 	       411.455638 	       413.668333 	       414.734701 	       415.347854 	       417.253972 	       418.213697 	         0.800000 	         2.200000 	         0.600000 	         1.900000 	  
         1.000000 	        53.000000 	        32.000000 	        72.000000 	         1.000000 	         2.000000 	        20.000000 	         0.683919 	        22.000000 	         1.000000 	        50.000000 	         8.000000 	         2.000000 	         0.663514 	         0.000000 	         1.000000 	      1205.000000 	        31.721805 	        69.091028 	      3794.367281 	       419.026799 	       421.039556 	       421.786012 	       422.399161 	       424.611870 	       425.331667 	         0.800000 	         2.000000 	         0.600000 	         2.200000 	  
         1.000000 	        54.000000 	        32.000000 	        67.000000 	         2.000000 	         2.000000 	        20.000000 	         1.686455 	        27.000000 	         6.000000 	        40.000000 	         2.000000 	         1.000000 	         1.601996 	         0.000000 	         1.000000 	      1205.000000 	        34.939157 	        64.168560 	      3794.367281 	       426.344715 	       428.557407 	       430.303579 	       430.916734 	       433.129432 	       434.795624 	         1.000000 	         2.200000 	         0.600000 	         2.200000 	  
         1.000000 	        55.000000 	        40.000000 	        63.000000 	         1.000000 	         2.000000 	        20.000000 	         0.790091 	        19.000000 	         9.000000 	        44.000000 	         6.000000 	         1.000000 	         1.316698 	         1.000000 	         0.000000 	      1224.000000 	        38.560748 	        60.972924 	      3794.367281 	       436.008615 	       438.021371 	       438.874453 	       439.380986 	       441.287101 	       442.660043 	         1.200000 	         2.000000 	         0.500000 	         1.900000 	  
         1.000000 	        56.000000 	        39.000000 	        51.000000 	         1.000000 	         2.000000 	        20.000000 	         0.774297 	        10.000000 	         1.000000 	        41.000000 	         7.000000 	         2.000000 	         0.782641 	         0.000000 	         0.000000 	      1224.000000 	        40.120488 	        57.594982 	      3794.367281 	       443.473146 	       445.285963 	       446.125710 	       446.538942 	       448.445052 	       449.284814 	         0.800000 	         1.800000 	         0.400000 	         1.900000 	  
         1.000000 	        57.000000 	        40.000000 	        58.000000 	         1.000000 	         2.000000 	        20.000000 	         0.869206 	        23.000000 	         4.000000 	        35.000000 	         1.000000 	         1.000000 	         1.182660 	         0.000000 	         0.000000 	      1224.000000 	        41.960622 	        55.322103 	      3794.367281 	       450.297862 	       452.510550 	       453.443623 	       454.056780 	       456.269486 	       457.509121 	         1.000000 	         2.200000 	         0.600000 	         2.200000 	  
         1.000000 	        58.000000 	        45.000000 	        55.000000 	         1.000000 	         2.000000 	        20.000000 	         0.676669 	        49.000000 	         1.000000 	         6.000000 	         2.000000 	         1.000000 	         0.773882 	         0.000000 	         0.000000 	      1224.000000 	        42.646535 	        51.814100 	      3794.367281 	       458.322226 	       460.334989 	       461.068112 	       461.681269 	       463.694021 	       464.533781 	         0.800000 	         2.000000 	         0.600000 	         2.000000 	  
         1.000000 	        59.000000 	        42.000000 	        53.000000 	         2.000000 	         2.000000 	        20.000000 	         0.551100 	        37.000000 	         5.000000 	        16.000000 	         7.000000 	         1.000000 	         1.364462 	         0.000000 	         0.000000 	      1224.000000 	        44.873301 	        49.542346 	      3794.367281 	       465.440197 	       467.452951 	       468.066101 	       468.572630 	       470.478756 	       471.905013 	         0.900000 	         2.000000 	         0.500000 	         1.900000 	  
         1.000000 	        60.000000 	        50.000000 	        44.000000 	         2.000000 	         2.000000 	        20.000000 	         2.108335 	         4.000000 	         2.000000 	        40.000000 	         4.000000 	         2.000000 	         0.790096 	         0.000000 	         0.000000 	      1224.000000 	        48.082564 	        47.781729 	      3794.367281 	       472.811410 	       478.823029 	       480.995736 	       481.408896 	       483.221774 	       484.074863 	         0.900000 	         6.000000 	         0.400000 	         1.800000 	  
