C:\behvdata\clash\clashMEG	 June 18, 2014 14:50:51	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       28.000000 	         1.000000 	        50.000000 	        50.000000 	         2.000000 	         1.000000 	        15.000000 	         2.414923 	        10.000000 	         7.000000 	        40.000000 	         6.000000 	         2.000000 	         1.730684 	         1.000000 	         1.000000 	        40.000000 	        50.000000 	        50.000000 	     22028.630608 	         0.000000 	         1.812814 	         4.292103 	         4.798625 	         6.704747 	         8.490898 	         0.900000 	         1.800000 	         0.500000 	         1.900000 	  
        28.000000 	         2.000000 	        46.000000 	        52.000000 	         2.000000 	         1.000000 	        15.000000 	         0.505293 	         9.000000 	         4.000000 	        37.000000 	         3.000000 	         2.000000 	         1.358856 	         1.000000 	         0.000000 	        40.000000 	        49.246611 	        51.652424 	     22028.630608 	         9.597258 	        11.410069 	        11.969905 	        12.383129 	        14.395888 	        15.822148 	         1.100000 	         1.800000 	         0.400000 	         2.000000 	  
        28.000000 	         3.000000 	        44.000000 	        55.000000 	         2.000000 	         1.000000 	        15.000000 	         0.901912 	        31.000000 	         1.000000 	        13.000000 	         8.000000 	         2.000000 	         1.129096 	         0.000000 	         1.000000 	        53.000000 	        48.093495 	        55.265704 	     22028.630608 	        16.728548 	        18.541360 	        19.501096 	        20.007624 	        21.913745 	        23.100065 	         0.900000 	         1.800000 	         0.500000 	         1.900000 	  
        28.000000 	         4.000000 	        44.000000 	        62.000000 	         2.000000 	         1.000000 	        15.000000 	         0.605536 	        35.000000 	         8.000000 	         9.000000 	         5.000000 	         1.000000 	         0.905140 	         1.000000 	         0.000000 	        88.000000 	        45.007278 	        58.744643 	     22028.630608 	        24.113110 	        26.325815 	        26.992284 	        27.605452 	        29.418263 	        30.377989 	         1.000000 	         2.200000 	         0.600000 	         1.800000 	  
        28.000000 	         5.000000 	        47.000000 	        57.000000 	         1.000000 	         1.000000 	        15.000000 	         0.886829 	         9.000000 	         2.000000 	        38.000000 	         4.000000 	         2.000000 	         0.776046 	         0.000000 	         0.000000 	        88.000000 	        42.624091 	        61.297404 	     22028.630608 	        31.590977 	        33.603732 	        34.550133 	        35.056652 	        37.162723 	        38.002484 	         1.200000 	         2.000000 	         0.500000 	         2.100000 	  
        28.000000 	         6.000000 	        45.000000 	        62.000000 	         1.000000 	         1.000000 	        15.000000 	         0.600920 	         4.000000 	         6.000000 	        41.000000 	         7.000000 	         2.000000 	         0.647376 	         0.000000 	         1.000000 	       129.000000 	        41.479000 	        61.708211 	     22028.630608 	        39.108833 	        40.921652 	        41.588127 	        42.001342 	        43.907464 	        44.613934 	         1.100000 	         1.800000 	         0.400000 	         1.900000 	  
        28.000000 	         7.000000 	        41.000000 	        59.000000 	         2.000000 	         1.000000 	        15.000000 	         0.557898 	        16.000000 	         8.000000 	        25.000000 	         7.000000 	         2.000000 	         1.849350 	         1.000000 	         1.000000 	       154.000000 	        39.585552 	        63.075196 	     22028.630608 	        45.520336 	        47.333156 	        47.946315 	        48.559466 	        50.465594 	        52.371718 	         0.900000 	         1.800000 	         0.600000 	         1.900000 	  
        28.000000 	         8.000000 	        45.000000 	        68.000000 	         1.000000 	         1.000000 	        15.000000 	         0.725323 	        27.000000 	         5.000000 	        18.000000 	         6.000000 	         1.000000 	         1.763656 	         0.000000 	         0.000000 	       154.000000 	        37.048293 	        64.681593 	     22028.630608 	        53.384753 	        55.197571 	        55.984015 	        56.597169 	        58.703236 	        60.529383 	         1.000000 	         1.800000 	         0.600000 	         2.100000 	  
        28.000000 	         9.000000 	        43.000000 	        68.000000 	         2.000000 	         1.000000 	        15.000000 	         0.607684 	        39.000000 	         1.000000 	         4.000000 	         9.000000 	         2.000000 	         1.086183 	         0.000000 	         1.000000 	       158.000000 	        37.090233 	        67.227507 	     22028.630608 	        61.342494 	        63.555185 	        64.221662 	        64.728194 	        66.740950 	        67.887285 	         0.800000 	         2.200000 	         0.500000 	         2.000000 	  
        28.000000 	        10.000000 	        35.000000 	        74.000000 	         2.000000 	         1.000000 	        15.000000 	         0.553484 	        10.000000 	         6.000000 	        25.000000 	         2.000000 	         1.000000 	         1.245091 	         0.000000 	         0.000000 	       158.000000 	        36.358754 	        69.181094 	     22028.630608 	        68.900331 	        70.913084 	        71.526248 	        72.032765 	        74.045532 	        75.351826 	         1.000000 	         2.000000 	         0.500000 	         2.000000 	  
        28.000000 	        11.000000 	        40.000000 	        70.000000 	         1.000000 	         2.000000 	        15.000000 	         0.756051 	        49.000000 	         1.000000 	        21.000000 	         3.000000 	         2.000000 	         1.335060 	         0.000000 	         0.000000 	       143.000000 	        36.179027 	        70.326892 	     22028.630608 	        76.258232 	        78.470935 	        79.284031 	        79.697254 	        81.603375 	        83.002969 	         0.900000 	         2.200000 	         0.400000 	         1.900000 	  
        28.000000 	        12.000000 	        36.000000 	        68.000000 	         2.000000 	         2.000000 	        10.000000 	         1.293805 	        20.000000 	         4.000000 	        48.000000 	         1.000000 	         1.000000 	         1.137359 	         0.000000 	         0.000000 	       143.000000 	        37.776891 	        68.977570 	     22028.630608 	        83.816074 	        85.628886 	        86.988499 	        87.495021 	        89.401150 	        90.600806 	         0.800000 	         1.800000 	         0.500000 	         1.900000 	  
        28.000000 	        13.000000 	        34.000000 	        67.000000 	         2.000000 	         2.000000 	        10.000000 	         0.887968 	        20.000000 	         6.000000 	        47.000000 	         3.000000 	         1.000000 	         1.262935 	         1.000000 	         1.000000 	       163.000000 	        40.966169 	        65.788577 	     22028.630608 	        91.413900 	        93.626550 	        94.573003 	        95.186166 	        97.092294 	        98.411916 	         0.800000 	         2.200000 	         0.600000 	         1.900000 	  
        28.000000 	        14.000000 	        42.000000 	        58.000000 	         1.000000 	         2.000000 	        10.000000 	         0.791689 	        12.000000 	         4.000000 	        46.000000 	         5.000000 	         2.000000 	         0.715418 	         0.000000 	         0.000000 	       163.000000 	        43.301210 	        63.064320 	     22028.630608 	        99.518265 	       101.330836 	       102.184161 	       102.797319 	       104.703451 	       105.476562 	         1.100000 	         1.800000 	         0.600000 	         1.900000 	  
        28.000000 	        15.000000 	        50.000000 	        62.000000 	         1.000000 	         2.000000 	        10.000000 	         0.996350 	        37.000000 	         4.000000 	        25.000000 	         8.000000 	         2.000000 	         0.949190 	         0.000000 	         1.000000 	       188.000000 	        46.546650 	        60.032036 	     22028.630608 	       106.489608 	       108.302420 	       109.355458 	       109.768672 	       111.581479 	       112.594526 	         1.000000 	         1.800000 	         0.400000 	         1.800000 	  
        28.000000 	        16.000000 	        47.000000 	        59.000000 	         1.000000 	         2.000000 	        10.000000 	         0.833012 	        18.000000 	         6.000000 	        41.000000 	         7.000000 	         2.000000 	         0.900671 	         1.000000 	         1.000000 	       229.000000 	        47.899041 	        57.039658 	     22028.630608 	       113.700878 	       115.913579 	       116.806663 	       117.313184 	       119.325774 	       120.285670 	         1.100000 	         2.200000 	         0.500000 	         2.000000 	  
        28.000000 	        17.000000 	        53.000000 	        62.000000 	         2.000000 	         2.000000 	        10.000000 	         0.882983 	         6.000000 	         7.000000 	        56.000000 	         1.000000 	         1.000000 	         0.908458 	         1.000000 	         0.000000 	       235.000000 	        49.488198 	        54.168240 	     22028.630608 	       121.298708 	       123.311466 	       124.257867 	       124.764390 	       126.670508 	       127.643570 	         1.000000 	         2.000000 	         0.500000 	         1.900000 	  
        28.000000 	        18.000000 	        56.000000 	        50.000000 	         2.000000 	         2.000000 	        10.000000 	         0.912112 	        40.000000 	         1.000000 	        10.000000 	         8.000000 	         2.000000 	         0.912459 	         0.000000 	         1.000000 	       245.000000 	        54.336507 	        51.539348 	     22028.630608 	       128.549975 	       130.362790 	       131.335852 	       131.749058 	       133.961760 	       134.934815 	         0.900000 	         1.800000 	         0.400000 	         2.200000 	  
        28.000000 	        19.000000 	        57.000000 	        49.000000 	         1.000000 	         2.000000 	        10.000000 	         0.482205 	        44.000000 	         2.000000 	         5.000000 	         7.000000 	         2.000000 	         1.016356 	         0.000000 	         0.000000 	       245.000000 	        57.141051 	        50.934446 	     22028.630608 	       135.747926 	       137.960621 	       138.507133 	       139.013651 	       141.226343 	       142.306052 	         0.800000 	         2.200000 	         0.500000 	         2.200000 	  
        28.000000 	        20.000000 	        58.000000 	        50.000000 	         1.000000 	         2.000000 	        10.000000 	         1.806555 	         5.000000 	         3.000000 	        45.000000 	         9.000000 	         2.000000 	         0.583987 	         0.000000 	         0.000000 	       245.000000 	        57.651354 	        50.203107 	     22028.630608 	       143.519031 	       145.731735 	       147.597875 	       148.104398 	       150.210462 	       150.850276 	         1.200000 	         2.200000 	         0.500000 	         2.100000 	  
        28.000000 	        21.000000 	        63.000000 	        47.000000 	         1.000000 	         2.000000 	        10.000000 	         0.630153 	         9.000000 	         3.000000 	        38.000000 	         1.000000 	         1.000000 	         1.098495 	         0.000000 	         0.000000 	       245.000000 	        59.991482 	        48.213132 	     22028.630608 	       151.663382 	       153.676132 	       154.369274 	       154.982426 	       156.888556 	       158.048228 	         0.800000 	         2.000000 	         0.600000 	         1.900000 	  
