C:\behvdata\clash\clashMEG	 May 21, 2014 15:38:38	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
       16.000000 	         1.000000 	        50.000000 	        50.000000 	         1.000000 	         1.000000 	        10.000000 	         1.054392 	        20.000000 	         7.000000 	        30.000000 	         8.000000 	         2.000000 	         0.900509 	         1.000000 	         1.000000 	        30.000000 	        50.000000 	        50.000000 	     26020.852037 	         0.000000 	         2.212681 	         3.332354 	         3.745563 	         5.558375 	         6.518087 	         0.900000 	         2.200000 	         0.400000 	         1.800000 	  
        16.000000 	         2.000000 	        42.000000 	        48.000000 	         1.000000 	         1.000000 	        10.000000 	         0.540840 	         8.000000 	         3.000000 	        34.000000 	         5.000000 	         2.000000 	         0.694362 	         0.000000 	         0.000000 	        30.000000 	        46.077742 	        50.402616 	     26020.852037 	         7.424489 	         9.437237 	        10.037059 	        10.543582 	        12.556333 	        13.316118 	         0.900000 	         2.000000 	         0.500000 	         2.000000 	  
        16.000000 	         3.000000 	        42.000000 	        54.000000 	         2.000000 	         1.000000 	        10.000000 	         1.356614 	         8.000000 	         6.000000 	        34.000000 	         5.000000 	         2.000000 	         1.199926 	         1.000000 	         0.000000 	        30.000000 	        42.646967 	        53.027987 	     26020.852037 	        14.129200 	        16.141947 	        17.554862 	        18.061386 	        19.874192 	        21.140486 	         0.800000 	         2.000000 	         0.500000 	         1.800000 	  
        16.000000 	         4.000000 	        46.000000 	        53.000000 	         1.000000 	         1.000000 	        10.000000 	         0.771898 	        14.000000 	         6.000000 	        32.000000 	         2.000000 	         1.000000 	         1.114460 	         0.000000 	         0.000000 	        30.000000 	        40.271279 	        54.729866 	     26020.852037 	        22.153525 	        24.166268 	        24.992691 	        25.605852 	        27.511953 	        28.684946 	         1.000000 	         2.000000 	         0.600000 	         1.900000 	  
        16.000000 	         5.000000 	        39.000000 	        51.000000 	         2.000000 	         1.000000 	        10.000000 	         0.910139 	        16.000000 	         4.000000 	        23.000000 	         6.000000 	         2.000000 	         0.897323 	         0.000000 	         1.000000 	        53.000000 	        36.717886 	        56.381587 	     26020.852037 	        29.591355 	        31.804032 	        32.777090 	        33.390240 	        35.296352 	        36.256075 	         0.900000 	         2.200000 	         0.600000 	         1.900000 	  
        16.000000 	         6.000000 	        35.000000 	        61.000000 	         2.000000 	         1.000000 	        10.000000 	         0.776589 	        10.000000 	         6.000000 	        25.000000 	         3.000000 	         2.000000 	         1.056774 	         1.000000 	         1.000000 	        78.000000 	        35.988145 	        59.238469 	     26020.852037 	        37.069163 	        39.281853 	        40.121607 	        40.734763 	        42.640868 	        43.760543 	         0.800000 	         2.200000 	         0.600000 	         1.900000 	  
        16.000000 	         7.000000 	        29.000000 	        60.000000 	         1.000000 	         1.000000 	        10.000000 	         1.258534 	         6.000000 	         4.000000 	        23.000000 	         5.000000 	         2.000000 	         1.315842 	         0.000000 	         0.000000 	        78.000000 	        34.455905 	        60.842617 	     26020.852037 	        44.866890 	        46.679695 	        47.999300 	        48.612470 	        50.518568 	        51.891508 	         1.100000 	         1.800000 	         0.600000 	         1.900000 	  
        16.000000 	         8.000000 	        35.000000 	        66.000000 	         1.000000 	         2.000000 	        10.000000 	         0.644143 	         7.000000 	         1.000000 	        59.000000 	         4.000000 	         2.000000 	         0.954834 	         1.000000 	         0.000000 	        68.000000 	        32.567958 	        63.386401 	     26020.852037 	        52.904536 	        54.717350 	        55.423804 	        56.036965 	        57.943063 	        58.956105 	         1.000000 	         1.800000 	         0.600000 	         1.900000 	  
        16.000000 	         9.000000 	        34.000000 	        58.000000 	         1.000000 	         2.000000 	        15.000000 	         0.806625 	        17.000000 	         8.000000 	        41.000000 	         2.000000 	         1.000000 	         1.193755 	         1.000000 	         0.000000 	        85.000000 	        34.672170 	        59.325958 	     26020.852037 	        60.062450 	        61.875255 	        62.741668 	        63.354816 	        65.167625 	        66.420586 	         1.100000 	         1.800000 	         0.600000 	         1.800000 	  
        16.000000 	        10.000000 	        39.000000 	        56.000000 	         2.000000 	         2.000000 	        15.000000 	         0.843675 	        22.000000 	         8.000000 	        34.000000 	         6.000000 	         1.000000 	         0.926629 	         0.000000 	         1.000000 	        85.000000 	        37.580059 	        55.357256 	     26020.852037 	        67.233688 	        69.446380 	        70.352782 	        70.765986 	        72.978683 	        73.965057 	         0.800000 	         2.200000 	         0.400000 	         2.200000 	  
