C:\behvdata\clash\clashMEG	 May 07, 2014 09:47:38	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
        6.000000 	         1.000000 	        50.000000 	        50.000000 	         2.000000 	         1.000000 	        15.000000 	         1.042126 	        30.000000 	         2.000000 	        20.000000 	         9.000000 	         2.000000 	         1.005924 	         0.000000 	         1.000000 	        20.000000 	        50.000000 	        50.000000 	      3301.535853 	         0.000000 	         1.812796 	         2.919107 	         3.332339 	         5.545030 	         6.611375 	         1.100000 	         1.800000 	         0.400000 	         2.200000 	  
         6.000000 	         2.000000 	        51.000000 	        55.000000 	         1.000000 	         1.000000 	        15.000000 	         1.123728 	        41.000000 	         5.000000 	        10.000000 	         1.000000 	         1.000000 	         0.690705 	         0.000000 	         0.000000 	        20.000000 	        47.871614 	        51.639867 	      3301.535853 	         7.517775 	         9.330580 	        10.516891 	        10.930104 	        12.836205 	        13.582652 	         0.900000 	         1.800000 	         0.400000 	         1.900000 	  
         6.000000 	         3.000000 	        52.000000 	        49.000000 	         1.000000 	         1.000000 	        15.000000 	         0.696963 	        10.000000 	         4.000000 	        42.000000 	         9.000000 	         2.000000 	         0.729906 	         0.000000 	         1.000000 	        62.000000 	        46.053715 	        53.760737 	      3301.535853 	        14.688984 	        16.901672 	        17.661453 	        18.074654 	        20.180699 	        20.967136 	         1.100000 	         2.200000 	         0.400000 	         2.100000 	  
         6.000000 	         4.000000 	        45.000000 	        59.000000 	         1.000000 	         1.000000 	        15.000000 	         0.701528 	         4.000000 	         7.000000 	        41.000000 	         9.000000 	         2.000000 	         0.617069 	         1.000000 	         0.000000 	        62.000000 	        46.293168 	        55.606882 	      3301.535853 	        22.180107 	        24.192856 	        24.952628 	        25.459140 	        27.365251 	        28.045057 	         1.200000 	         2.000000 	         0.500000 	         1.900000 	  
         6.000000 	         5.000000 	        35.000000 	        53.000000 	         1.000000 	         1.000000 	        15.000000 	         0.951196 	        14.000000 	         5.000000 	        21.000000 	         6.000000 	         2.000000 	         1.320806 	         1.000000 	         1.000000 	        83.000000 	        42.205876 	        55.970298 	      3301.535853 	        28.858145 	        30.670939 	        31.683969 	        32.297128 	        34.109917 	        35.496176 	         0.800000 	         1.800000 	         0.600000 	         1.800000 	  
         6.000000 	         6.000000 	        40.000000 	        61.000000 	         1.000000 	         1.000000 	        15.000000 	         1.019945 	         4.000000 	         2.000000 	        36.000000 	         7.000000 	         2.000000 	         0.685271 	         0.000000 	         1.000000 	       119.000000 	        41.334498 	        58.989783 	      3301.535853 	        36.709158 	        38.521792 	        39.601631 	        40.107896 	        41.920951 	        42.667388 	         1.200000 	         1.800000 	         0.500000 	         1.800000 	  
         6.000000 	         7.000000 	        39.000000 	        63.000000 	         2.000000 	         2.000000 	        15.000000 	         0.611114 	        13.000000 	         5.000000 	        50.000000 	         7.000000 	         2.000000 	         0.730331 	         0.000000 	         1.000000 	       154.000000 	        39.384652 	        60.435190 	      3301.535853 	        43.773734 	        45.786466 	        46.452946 	        47.066098 	        49.172137 	        49.958577 	         1.100000 	         2.000000 	         0.600000 	         2.100000 	  
         6.000000 	         8.000000 	        40.000000 	        64.000000 	         1.000000 	         2.000000 	        10.000000 	         0.918441 	        58.000000 	         4.000000 	         6.000000 	         8.000000 	         1.000000 	         0.761746 	         0.000000 	         1.000000 	       154.000000 	        41.123139 	        57.667365 	      3301.535853 	        51.171556 	        53.384231 	        54.357277 	        54.770486 	        56.676596 	        57.503009 	         1.200000 	         2.200000 	         0.400000 	         1.900000 	  
         6.000000 	         9.000000 	        41.000000 	        55.000000 	         1.000000 	         2.000000 	        10.000000 	         0.853731 	        38.000000 	         9.000000 	        17.000000 	         8.000000 	         1.000000 	         0.752267 	         1.000000 	         1.000000 	       192.000000 	        43.533934 	        56.177035 	      3301.535853 	        58.516050 	        60.328848 	        61.248578 	        61.755095 	        63.661187 	        64.474283 	         1.000000 	         1.800000 	         0.500000 	         1.900000 	  
         6.000000 	        10.000000 	        45.000000 	        56.000000 	         2.000000 	         2.000000 	        10.000000 	         0.745731 	        50.000000 	         1.000000 	         6.000000 	         8.000000 	         2.000000 	         1.112139 	         0.000000 	         1.000000 	       198.000000 	        46.279168 	        54.429583 	      3301.535853 	        65.487315 	        67.500056 	        68.299822 	        68.912973 	        70.925712 	        72.098694 	         1.000000 	         2.000000 	         0.600000 	         2.000000 	  
