C:\behvdata\clash\clashMEG	 August 06, 2014 14:28:54	 ValueA	 ValueB	 PatchOrder	 currPatch	 SwCost	 RT1	 MagLeft	 ProbLeft	 MagRight	 ProbRight	 Choice2	 RT2	 FeedLeft	 FeedRight	 Points	 meanA	 meanB	 breakVBL	 itiVBL	 stage1aVBL	 stage1bVBL	 stage1cVBL	 stage2aVBL	 stage2cVBL	 JitFeedB	 JitITI	 JitValues	 JitSecond	 
        36.000000 	        12.000000 	        37.000000 	        68.000000 	         1.000000 	         2.000000 	         5.000000 	         0.943710 	         7.000000 	         9.000000 	        61.000000 	         3.000000 	         2.000000 	         1.329114 	         1.000000 	         1.000000 	       203.000000 	        36.899949 	        68.210160 	     21319.062055 	       101.436726 	       103.449471 	       104.449178 	       104.955689 	       106.968424 	       108.354686 	         1.000000 	         2.000000 	         0.500000 	         2.000000 	  
        36.000000 	        13.000000 	        37.000000 	        60.000000 	         2.000000 	         2.000000 	         5.000000 	         0.871937 	        24.000000 	         6.000000 	        36.000000 	         2.000000 	         2.000000 	         2.752537 	         1.000000 	         0.000000 	       203.000000 	        40.054116 	        64.621712 	     21319.062055 	       109.461025 	       111.673704 	       112.606764 	       113.219920 	       115.432593 	       118.245095 	         1.100000 	         2.200000 	         0.600000 	         2.200000 	  
        36.000000 	        14.000000 	        42.000000 	        61.000000 	         1.000000 	         2.000000 	         5.000000 	         0.836863 	        37.000000 	         4.000000 	        24.000000 	         1.000000 	         1.000000 	         1.464085 	         1.000000 	         0.000000 	       240.000000 	        43.039856 	        59.944583 	     21319.062055 	       119.151498 	       121.164240 	       122.057302 	       122.563821 	       124.776510 	       126.296061 	         0.900000 	         2.000000 	         0.500000 	         2.200000 	  
        36.000000 	        15.000000 	        45.000000 	        58.000000 	         2.000000 	         2.000000 	         5.000000 	         0.926589 	         6.000000 	         3.000000 	        52.000000 	         1.000000 	         2.000000 	         1.445511 	         1.000000 	         0.000000 	       240.000000 	        46.925377 	        56.902614 	     21319.062055 	       127.109151 	       128.921955 	       129.908330 	       130.521471 	       132.427582 	       133.933797 	         0.800000 	         1.800000 	         0.600000 	         1.900000 	  
        36.000000 	        16.000000 	        48.000000 	        59.000000 	         1.000000 	         1.000000 	         5.000000 	         2.059678 	        29.000000 	         6.000000 	        19.000000 	         4.000000 	         1.000000 	         0.829303 	         1.000000 	         0.000000 	       264.000000 	        47.780217 	        54.435065 	     21319.062055 	       135.040143 	       137.052881 	       139.172253 	       139.678779 	       141.691516 	       142.584581 	         1.100000 	         2.000000 	         0.500000 	         2.000000 	  
        36.000000 	        17.000000 	        51.000000 	        55.000000 	         2.000000 	         1.000000 	         5.000000 	         0.889143 	        15.000000 	         8.000000 	        36.000000 	         1.000000 	         2.000000 	         2.749097 	         1.000000 	         0.000000 	       264.000000 	        45.475274 	        56.134273 	     21319.062055 	       143.490979 	       145.703658 	       146.650055 	       147.063265 	       149.275942 	       152.088439 	         0.900000 	         2.200000 	         0.400000 	         2.200000 	  
        36.000000 	        18.000000 	        45.000000 	        60.000000 	         1.000000 	         1.000000 	         5.000000 	         0.664643 	        31.000000 	         9.000000 	        14.000000 	         8.000000 	         1.000000 	         0.850229 	         0.000000 	         0.000000 	       264.000000 	        45.655320 	        55.131082 	     21319.062055 	       153.194787 	       155.207527 	       155.927323 	       156.340524 	       158.246376 	       159.153024 	         1.100000 	         2.000000 	         0.400000 	         1.900000 	  
        36.000000 	        19.000000 	        41.000000 	        59.000000 	         1.000000 	         1.000000 	         5.000000 	         0.774014 	        37.000000 	         4.000000 	         4.000000 	         8.000000 	         1.000000 	         0.796103 	         0.000000 	         1.000000 	       264.000000 	        43.321771 	        56.769583 	     21319.062055 	       159.966119 	       162.178800 	       163.018551 	       163.631712 	       165.644443 	       166.497532 	         0.800000 	         2.200000 	         0.600000 	         2.000000 	  
        36.000000 	        20.000000 	        42.000000 	        61.000000 	         1.000000 	         1.000000 	         5.000000 	         0.685292 	        17.000000 	         4.000000 	        25.000000 	         3.000000 	         1.000000 	         1.801105 	         0.000000 	         0.000000 	       264.000000 	        39.851202 	        59.338329 	     21319.062055 	       167.310615 	       169.523304 	       170.269740 	       170.882897 	       172.895639 	       174.761753 	         0.800000 	         2.200000 	         0.600000 	         2.000000 	  
        36.000000 	        21.000000 	        43.000000 	        58.000000 	         2.000000 	         2.000000 	         5.000000 	         1.623423 	        41.000000 	         4.000000 	        17.000000 	         7.000000 	         1.000000 	         2.894259 	         0.000000 	         1.000000 	       259.000000 	        40.951596 	        60.049538 	     21319.062055 	       175.868096 	       178.080769 	       179.760282 	       180.373425 	       182.586107 	       185.545240 	         1.100000 	         2.200000 	         0.600000 	         2.200000 	  
        36.000000 	        22.000000 	        42.000000 	        58.000000 	         1.000000 	         2.000000 	        15.000000 	         1.045154 	        41.000000 	         4.000000 	        17.000000 	         1.000000 	         1.000000 	         1.107297 	         0.000000 	         0.000000 	       259.000000 	        42.211366 	        57.867228 	     21319.062055 	       186.558269 	       188.371073 	       189.477402 	       190.090559 	       192.196601 	       193.369589 	         1.000000 	         1.800000 	         0.600000 	         2.100000 	  
        36.000000 	        23.000000 	        44.000000 	        51.000000 	         1.000000 	         2.000000 	        15.000000 	         0.958881 	        20.000000 	         1.000000 	        31.000000 	         8.000000 	         2.000000 	         0.939729 	         0.000000 	         1.000000 	       290.000000 	        43.216840 	        55.386903 	     21319.062055 	       194.475934 	       196.288727 	       197.301770 	       197.714984 	       199.821023 	       200.820724 	         1.100000 	         1.800000 	         0.400000 	         2.100000 	  
        36.000000 	        24.000000 	        45.000000 	        51.000000 	         1.000000 	         2.000000 	        15.000000 	         0.945855 	        20.000000 	         8.000000 	        31.000000 	         4.000000 	         1.000000 	         2.575333 	         1.000000 	         1.000000 	       310.000000 	        45.448454 	        53.242944 	     21319.062055 	       201.633818 	       203.846505 	       204.846201 	       205.259419 	       207.272155 	       209.911382 	         0.800000 	         2.200000 	         0.400000 	         2.000000 	  
        36.000000 	        25.000000 	        55.000000 	        48.000000 	         2.000000 	         2.000000 	        15.000000 	         0.848751 	        14.000000 	         3.000000 	        34.000000 	         6.000000 	         2.000000 	         0.951190 	         1.000000 	         1.000000 	       344.000000 	        47.470346 	        51.070469 	     21319.062055 	       210.817778 	       212.630582 	       213.536974 	       214.150131 	       216.056238 	       217.069266 	         0.900000 	         1.800000 	         0.600000 	         1.900000 	  
        36.000000 	        26.000000 	        45.000000 	        51.000000 	         2.000000 	         2.000000 	        15.000000 	         0.792601 	        10.000000 	         7.000000 	        41.000000 	         2.000000 	         2.000000 	         1.788696 	         1.000000 	         0.000000 	       344.000000 	        50.177723 	        50.876159 	     21319.062055 	       218.282234 	       220.494927 	       221.348007 	       221.854522 	       223.667320 	       225.520109 	         1.200000 	         2.200000 	         0.500000 	         1.800000 	  
        36.000000 	        27.000000 	        49.000000 	        52.000000 	         1.000000 	         2.000000 	        15.000000 	         1.184863 	        16.000000 	         4.000000 	        36.000000 	         6.000000 	         2.000000 	         1.031328 	         1.000000 	         0.000000 	       344.000000 	        50.989538 	        50.386110 	     21319.062055 	       226.626443 	       228.639181 	       229.878818 	       230.491975 	       232.704663 	       233.797662 	         1.100000 	         2.000000 	         0.600000 	         2.200000 	  
        36.000000 	        28.000000 	        54.000000 	        45.000000 	         1.000000 	         2.000000 	        15.000000 	         0.706555 	        18.000000 	         5.000000 	        27.000000 	         4.000000 	         2.000000 	         1.521775 	         1.000000 	         1.000000 	       371.000000 	        55.607274 	        46.457630 	     21319.062055 	       234.704058 	       236.516643 	       237.276628 	       237.689859 	       239.902520 	       241.488726 	         0.900000 	         1.800000 	         0.400000 	         2.200000 	  
        36.000000 	        29.000000 	        59.000000 	        45.000000 	         1.000000 	         2.000000 	        15.000000 	         1.143559 	        31.000000 	         9.000000 	        14.000000 	         6.000000 	         1.000000 	         0.845590 	         1.000000 	         1.000000 	       402.000000 	        56.544321 	        46.747579 	     21319.062055 	       242.595067 	       244.407866 	       245.607503 	       246.020728 	       247.833514 	       248.739921 	         1.100000 	         1.800000 	         0.400000 	         1.800000 	  
        36.000000 	        30.000000 	        61.000000 	        43.000000 	         2.000000 	         2.000000 	        15.000000 	         0.850438 	        26.000000 	         4.000000 	        17.000000 	         8.000000 	         1.000000 	         5.353031 	         0.000000 	         1.000000 	       402.000000 	        57.032587 	        44.484232 	     21319.062055 	       249.952888 	       255.964454 	       256.870853 	       257.284065 	       259.190169 	       264.601905 	         1.200000 	         6.000000 	         0.400000 	         1.900000 	  
        36.000000 	        31.000000 	        54.000000 	        41.000000 	         1.000000 	         2.000000 	        15.000000 	         1.638129 	        25.000000 	         7.000000 	        16.000000 	         8.000000 	         1.000000 	         1.346150 	         1.000000 	         1.000000 	       427.000000 	        57.986969 	        41.569975 	     21319.062055 	       265.508305 	       267.321096 	       269.013934 	       269.627082 	       271.733134 	       273.146046 	         0.900000 	         1.800000 	         0.600000 	         2.100000 	  
        36.000000 	        32.000000 	        56.000000 	        40.000000 	         2.000000 	         2.000000 	        15.000000 	         0.805993 	        28.000000 	         8.000000 	        12.000000 	         7.000000 	         1.000000 	         0.852527 	         1.000000 	         1.000000 	       455.000000 	        60.254509 	        39.096332 	     21319.062055 	       274.052454 	       276.065181 	       276.931438 	       277.544753 	       279.650796 	       280.557191 	         0.900000 	         2.000000 	         0.600000 	         2.100000 	  
        36.000000 	        33.000000 	        55.000000 	        36.000000 	         2.000000 	         2.000000 	        15.000000 	         0.695395 	        29.000000 	         6.000000 	         7.000000 	         8.000000 	         1.000000 	         0.854533 	         0.000000 	         1.000000 	       455.000000 	        60.829470 	        38.205938 	     21319.062055 	       281.570221 	       283.582971 	       284.342741 	       284.755949 	       286.768690 	       287.688420 	         1.000000 	         2.000000 	         0.400000 	         2.000000 	  
        36.000000 	        34.000000 	        62.000000 	        41.000000 	         1.000000 	         2.000000 	        15.000000 	         0.836153 	         8.000000 	         3.000000 	        33.000000 	         2.000000 	         2.000000 	         1.419257 	         1.000000 	         0.000000 	       455.000000 	        62.071495 	        38.202240 	     21319.062055 	       288.901402 	       291.114085 	       292.007144 	       292.513662 	       294.619715 	       296.099279 	         1.200000 	         2.200000 	         0.500000 	         2.100000 	  
        36.000000 	        35.000000 	        69.000000 	        43.000000 	         1.000000 	         2.000000 	        15.000000 	         0.673865 	        39.000000 	         5.000000 	         4.000000 	         2.000000 	         1.000000 	         0.834989 	         0.000000 	         1.000000 	       455.000000 	        62.193433 	        37.850506 	     21319.062055 	       297.312245 	       299.324992 	       300.058089 	       300.671265 	       302.683996 	       303.577070 	         1.200000 	         2.000000 	         0.600000 	         2.000000 	  
        36.000000 	        36.000000 	        70.000000 	        33.000000 	         2.000000 	         2.000000 	        15.000000 	         0.782505 	        13.000000 	         1.000000 	        20.000000 	         7.000000 	         2.000000 	         1.207442 	         0.000000 	         0.000000 	       455.000000 	        61.610024 	        34.099935 	     21319.062055 	       304.483469 	       306.696151 	       307.535899 	       308.042419 	       310.255091 	       311.521393 	         0.900000 	         2.200000 	         0.500000 	         2.200000 	  
        36.000000 	        37.000000 	        67.000000 	        28.000000 	         2.000000 	         2.000000 	        15.000000 	         0.651731 	        22.000000 	         3.000000 	         6.000000 	         4.000000 	         1.000000 	         1.225446 	         0.000000 	         1.000000 	       455.000000 	        63.177302 	        32.372495 	     21319.062055 	       312.534424 	       314.547181 	       315.253620 	       315.666837 	       317.772881 	       319.052497 	         1.000000 	         2.000000 	         0.400000 	         2.100000 	  
        36.000000 	        38.000000 	        64.000000 	        40.000000 	         1.000000 	         2.000000 	        15.000000 	         0.682396 	        12.000000 	         3.000000 	        28.000000 	         8.000000 	         2.000000 	         0.984570 	         0.000000 	         1.000000 	       483.000000 	        65.877248 	        33.088131 	     21319.062055 	       319.958904 	       322.171584 	       322.918023 	       323.331237 	       325.237336 	       326.277036 	         0.900000 	         2.200000 	         0.400000 	         1.900000 	  
        36.000000 	        39.000000 	        74.000000 	        26.000000 	         1.000000 	         2.000000 	        15.000000 	         0.914354 	         8.000000 	         5.000000 	        18.000000 	         6.000000 	         2.000000 	         0.867035 	         0.000000 	         1.000000 	       501.000000 	        66.708576 	        30.061987 	     21319.062055 	       327.183432 	       329.196175 	       330.169224 	       330.582433 	       332.795107 	       333.728171 	         0.900000 	         2.000000 	         0.400000 	         2.200000 	  
        36.000000 	        40.000000 	        71.000000 	        28.000000 	         2.000000 	         1.000000 	        15.000000 	         1.551100 	        28.000000 	         6.000000 	        43.000000 	         1.000000 	         1.000000 	         1.944172 	         1.000000 	         0.000000 	       514.000000 	        69.262941 	        28.603867 	     21319.062055 	       334.834512 	       336.647306 	       338.260160 	       338.873311 	       341.086000 	       343.085417 	         1.100000 	         1.800000 	         0.600000 	         2.200000 	  
        36.000000 	        41.000000 	        66.000000 	        26.000000 	         2.000000 	         1.000000 	        10.000000 	         0.897936 	         7.000000 	         6.000000 	        59.000000 	         3.000000 	         2.000000 	         1.143562 	         0.000000 	         0.000000 	       514.000000 	        64.976280 	        30.956548 	     21319.062055 	       344.191746 	       346.004550 	       346.964256 	       347.577413 	       349.390214 	       350.589858 	         1.100000 	         1.800000 	         0.600000 	         1.800000 	  
        36.000000 	        42.000000 	        62.000000 	        30.000000 	         2.000000 	         1.000000 	        10.000000 	         0.829960 	        19.000000 	         9.000000 	        43.000000 	         8.000000 	         2.000000 	         2.433632 	         1.000000 	         1.000000 	       557.000000 	        61.957661 	        32.630145 	     21319.062055 	       351.602898 	       353.815574 	       354.708643 	       355.121821 	       357.027953 	       359.520562 	         1.000000 	         2.200000 	         0.400000 	         1.900000 	  
        36.000000 	        43.000000 	        64.000000 	        36.000000 	         2.000000 	         1.000000 	        10.000000 	         0.766194 	        51.000000 	         9.000000 	        13.000000 	         3.000000 	         1.000000 	         1.228935 	         1.000000 	         1.000000 	       608.000000 	        60.534666 	        37.589617 	     21319.062055 	       360.426955 	       362.639641 	       363.466053 	       363.879265 	       365.985316 	       367.278263 	         0.900000 	         2.200000 	         0.400000 	         2.100000 	  
        36.000000 	        44.000000 	        64.000000 	        45.000000 	         2.000000 	         1.000000 	        10.000000 	         0.821225 	        58.000000 	         7.000000 	         6.000000 	         8.000000 	         1.000000 	         1.014454 	         1.000000 	         1.000000 	       666.000000 	        57.698411 	        40.938315 	     21319.062055 	       368.091367 	       370.104106 	       370.983834 	       371.596996 	       373.703033 	       374.782719 	         0.800000 	         2.000000 	         0.600000 	         2.100000 	  
        36.000000 	        45.000000 	        57.000000 	        46.000000 	         1.000000 	         1.000000 	        10.000000 	         2.236942 	        46.000000 	         8.000000 	        11.000000 	         9.000000 	         1.000000 	         0.870656 	         1.000000 	         1.000000 	       712.000000 	        55.660364 	        43.855424 	     21319.062055 	       375.795757 	       378.008426 	       380.301089 	       380.714304 	       382.926983 	       383.860041 	         1.000000 	         2.200000 	         0.400000 	         2.200000 	  
        36.000000 	        46.000000 	        56.000000 	        43.000000 	         2.000000 	         1.000000 	        10.000000 	         1.023185 	        45.000000 	         3.000000 	        11.000000 	         6.000000 	         1.000000 	         1.224181 	         0.000000 	         1.000000 	       712.000000 	        52.797084 	        46.410913 	     21319.062055 	       384.673131 	       386.485925 	       387.565613 	       388.072131 	       389.884927 	       391.164549 	         0.800000 	         1.800000 	         0.500000 	         1.800000 	  
        36.000000 	        47.000000 	        49.000000 	        43.000000 	         1.000000 	         1.000000 	        10.000000 	         0.769404 	        20.000000 	         4.000000 	        29.000000 	         9.000000 	         2.000000 	         0.888359 	         0.000000 	         1.000000 	       741.000000 	        50.172364 	        47.569487 	     21319.062055 	       392.070948 	       394.283625 	       395.110047 	       395.723200 	       397.829253 	       398.775639 	         0.900000 	         2.200000 	         0.600000 	         2.100000 	  
        36.000000 	        48.000000 	        54.000000 	        47.000000 	         1.000000 	         1.000000 	        10.000000 	         0.555517 	        16.000000 	         3.000000 	        38.000000 	         9.000000 	         2.000000 	         2.237048 	         1.000000 	         0.000000 	       741.000000 	        50.487574 	        48.905978 	     21319.062055 	       399.788671 	       401.601466 	       402.214627 	       402.627836 	       404.640570 	       406.933230 	         1.000000 	         1.800000 	         0.400000 	         2.000000 	  
        36.000000 	        49.000000 	        49.000000 	        59.000000 	         2.000000 	         1.000000 	        10.000000 	         0.776424 	        20.000000 	         4.000000 	        29.000000 	         9.000000 	         2.000000 	         0.954268 	         1.000000 	         1.000000 	       770.000000 	        48.879797 	        51.342476 	     21319.062055 	       408.039569 	       410.252247 	       411.091997 	       411.705161 	       413.611259 	       414.624296 	         1.100000 	         2.200000 	         0.600000 	         1.900000 	  
        36.000000 	        50.000000 	        41.000000 	        53.000000 	         2.000000 	         1.000000 	        10.000000 	         2.541368 	        37.000000 	         5.000000 	         4.000000 	         7.000000 	         1.000000 	         0.791076 	         0.000000 	         1.000000 	       770.000000 	        47.113525 	        54.186567 	     21319.062055 	       415.530443 	       417.343488 	       419.942718 	       420.555870 	       422.461975 	       423.315068 	         0.900000 	         1.800000 	         0.600000 	         1.900000 	  
        36.000000 	        51.000000 	        50.000000 	        56.000000 	         2.000000 	         1.000000 	        10.000000 	         0.738359 	        45.000000 	         3.000000 	         5.000000 	         7.000000 	         1.000000 	         1.302376 	         0.000000 	         0.000000 	       770.000000 	        45.516618 	        55.452666 	     21319.062055 	       424.221458 	       426.234204 	       427.033968 	       427.540479 	       429.446588 	       430.806186 	         0.900000 	         2.000000 	         0.500000 	         1.900000 	  
        36.000000 	        52.000000 	        48.000000 	        58.000000 	         1.000000 	         1.000000 	        10.000000 	         0.844589 	        19.000000 	         9.000000 	        29.000000 	         6.000000 	         2.000000 	         1.904899 	         1.000000 	         1.000000 	       799.000000 	        43.442275 	        56.338294 	     21319.062055 	       431.819224 	       434.031893 	       434.938301 	       435.351505 	       437.564192 	       439.523607 	         1.000000 	         2.200000 	         0.400000 	         2.200000 	  
        36.000000 	        53.000000 	        45.000000 	        61.000000 	         2.000000 	         1.000000 	        10.000000 	         0.890188 	         4.000000 	         2.000000 	        41.000000 	         8.000000 	         2.000000 	         1.125787 	         0.000000 	         1.000000 	       840.000000 	        44.844596 	        57.747696 	     21319.062055 	       440.629952 	       442.842636 	       443.789024 	       444.202228 	       446.214986 	       447.401294 	         1.100000 	         2.200000 	         0.400000 	         2.000000 	  
        36.000000 	        54.000000 	        48.000000 	        59.000000 	         2.000000 	         1.000000 	        10.000000 	         0.860256 	        29.000000 	         7.000000 	        19.000000 	         8.000000 	         1.000000 	         1.365571 	         1.000000 	         1.000000 	       869.000000 	        44.180929 	        60.044037 	     21319.062055 	       448.307687 	       450.120483 	       451.040213 	       451.546730 	       453.559469 	       454.985718 	         0.900000 	         1.800000 	         0.500000 	         2.000000 	  
        36.000000 	        55.000000 	        42.000000 	        68.000000 	         1.000000 	         1.000000 	        10.000000 	         0.851408 	         4.000000 	         9.000000 	        38.000000 	         2.000000 	         2.000000 	         1.325039 	         1.000000 	         0.000000 	       869.000000 	        39.978408 	        62.102098 	     21319.062055 	       456.092053 	       458.304731 	       459.211141 	       459.717650 	       461.823697 	       463.209945 	         1.100000 	         2.200000 	         0.500000 	         2.100000 	  
        36.000000 	        56.000000 	        40.000000 	        66.000000 	         2.000000 	         1.000000 	        10.000000 	         0.688388 	        24.000000 	         3.000000 	        16.000000 	         4.000000 	         1.000000 	         1.732485 	         1.000000 	         1.000000 	       893.000000 	        39.020591 	        64.590037 	     21319.062055 	       464.422932 	       466.435669 	       467.182111 	       467.595330 	       469.608066 	       471.407532 	         1.200000 	         2.000000 	         0.400000 	         2.000000 	  
        36.000000 	        57.000000 	        39.000000 	        66.000000 	         2.000000 	         1.000000 	        10.000000 	         0.746814 	         8.000000 	         8.000000 	        31.000000 	         4.000000 	         2.000000 	         1.620476 	         1.000000 	         1.000000 	       924.000000 	        37.003951 	        63.831169 	     21319.062055 	       472.620513 	       474.433304 	       475.246395 	       475.859552 	       477.872299 	       479.551796 	         1.200000 	         1.800000 	         0.600000 	         2.000000 	  
        36.000000 	        58.000000 	        36.000000 	        64.000000 	         2.000000 	         1.000000 	        10.000000 	         0.722269 	        25.000000 	         7.000000 	        11.000000 	         4.000000 	         1.000000 	         1.160945 	         0.000000 	         0.000000 	       924.000000 	        36.956592 	        65.103402 	     21319.062055 	       480.364884 	       482.577573 	       483.364008 	       483.870527 	       485.683314 	       486.909635 	         0.800000 	         2.200000 	         0.500000 	         1.800000 	  
        36.000000 	        59.000000 	        38.000000 	        66.000000 	         2.000000 	         1.000000 	        10.000000 	         0.916933 	        34.000000 	         3.000000 	         4.000000 	         1.000000 	         1.000000 	         1.248678 	         0.000000 	         0.000000 	       924.000000 	        35.706253 	        64.218948 	     21319.062055 	       488.122603 	       490.335276 	       491.308330 	       491.921480 	       494.027524 	       495.333805 	         1.200000 	         2.200000 	         0.600000 	         2.100000 	  
        36.000000 	        60.000000 	        33.000000 	        68.000000 	         2.000000 	         1.000000 	        10.000000 	         0.919766 	        13.000000 	         4.000000 	        20.000000 	         2.000000 	         2.000000 	         1.983046 	         0.000000 	         0.000000 	       924.000000 	        35.323354 	        65.777821 	     21319.062055 	       496.240203 	       502.251766 	       503.238139 	       503.851285 	       505.757395 	       507.796786 	         0.900000 	         6.000000 	         0.600000 	         1.900000 	  
        36.000000 	        61.000000 	        33.000000 	        70.000000 	         1.000000 	         1.000000 	        10.000000 	         0.701302 	         3.000000 	         5.000000 	        30.000000 	         4.000000 	         2.000000 	         0.932080 	         0.000000 	         0.000000 	       924.000000 	        33.712627 	        66.807150 	     21319.062055 	       508.809822 	       510.822563 	       511.582340 	       512.195498 	       514.408169 	       515.394555 	         1.000000 	         2.000000 	         0.600000 	         2.200000 	  
        36.000000 	        62.000000 	        29.000000 	        66.000000 	         2.000000 	         2.000000 	        10.000000 	         1.106020 	        13.000000 	         9.000000 	        53.000000 	         7.000000 	         2.000000 	         1.352243 	         1.000000 	         1.000000 	       967.000000 	        32.759413 	        68.182673 	     21319.062055 	       516.300956 	       518.113741 	       519.273405 	       519.886564 	       521.899292 	       523.312064 	         0.900000 	         1.800000 	         0.600000 	         2.000000 	  
        36.000000 	        63.000000 	        43.000000 	        67.000000 	         1.000000 	         2.000000 	        20.000000 	         0.939981 	         7.000000 	         3.000000 	        60.000000 	         1.000000 	         2.000000 	         1.861303 	         1.000000 	         0.000000 	       967.000000 	        35.306983 	        65.034734 	     21319.062055 	       524.418547 	       526.431290 	       527.430991 	       527.937514 	       529.950250 	       531.869682 	         1.100000 	         2.000000 	         0.500000 	         2.000000 	  
